"Date Time, GMT-04:00","Full Range, μS/cm (LGR S/N: 20059129, SEN S/N: 20059129)","Temp, °C (LGR S/N: 20059129, SEN S/N: 20059129)"
7/22/2024 2:20,1328.4,27.32
7/22/2024 2:30,1325.9,27.26
7/22/2024 2:40,1326.8,27.25
7/22/2024 2:50,1324.8,27.16
7/22/2024 3:00,1325.2,27.16
7/22/2024 3:10,1327.3,27.19
7/22/2024 3:20,1326,27.17
7/22/2024 3:30,1322.7,27.14
7/22/2024 3:40,1319.8,27.11
7/22/2024 3:50,1317.3,27.09
7/22/2024 4:00,1318.6,27.09
7/22/2024 4:10,1318.6,27.08
7/22/2024 4:20,1318.6,27.07
7/22/2024 4:30,1317.4,27.02
7/22/2024 4:40,1317.5,27
7/22/2024 4:50,1316.7,26.95
7/22/2024 5:00,1316.3,26.94
7/22/2024 5:10,1316.3,26.93
7/22/2024 5:20,1316.3,26.91
7/22/2024 5:30,1312.6,26.89
7/22/2024 5:40,1297.1,26.86
7/22/2024 5:50,1285.3,26.83
7/22/2024 6:00,1286.2,26.83
7/22/2024 6:10,1293,26.8
7/22/2024 6:20,1302.5,26.85
7/22/2024 6:30,1303.8,26.85
7/22/2024 6:40,1303.4,26.83
7/22/2024 6:50,1303,26.82
7/22/2024 7:00,1303,26.82
7/22/2024 7:10,1302.6,26.8
7/22/2024 7:20,1297.6,26.8
7/22/2024 7:30,1295,26.82
7/22/2024 7:40,1293.8,26.81
7/22/2024 7:50,1295,26.83
7/22/2024 8:00,1296.3,26.83
7/22/2024 8:10,1296.7,26.84
7/22/2024 8:20,1298.3,26.9
7/22/2024 8:30,1303.3,26.94
7/22/2024 8:40,1300,26.9
7/22/2024 8:50,1301.1,26.98
7/22/2024 9:00,1303.2,27
7/22/2024 9:10,1304,27.03
7/22/2024 9:20,1304.7,27.12
7/22/2024 9:30,1304.7,27.11
7/22/2024 9:40,1307.9,27.24
7/22/2024 9:50,1305.8,27.23
7/22/2024 10:00,1307.4,27.25
7/22/2024 10:10,1308.2,27.27
7/22/2024 10:20,1312.3,27.41
7/22/2024 10:30,1313.8,27.53
7/22/2024 10:40,1312.7,27.42
7/22/2024 10:50,1314.9,27.59
7/22/2024 11:00,1315.7,27.62
7/22/2024 11:10,1316.2,27.6
7/22/2024 11:20,1314.6,27.54
7/22/2024 11:30,1076.1,27.15
7/22/2024 11:40,1234,26.99
7/22/2024 11:50,1231.4,27.01
7/22/2024 12:00,1222.3,26.97
7/22/2024 12:10,1212.3,26.94
7/22/2024 12:20,1214.8,26.94
7/22/2024 12:30,1210.6,26.93
7/22/2024 12:40,1210.2,26.97
7/22/2024 12:50,1209.3,26.95
7/22/2024 13:00,1206,26.97
7/22/2024 13:10,1203.5,26.97
7/22/2024 13:20,1203.8,26.99
7/22/2024 13:30,1227.7,27.01
7/22/2024 13:40,1230.6,27.01
7/22/2024 13:50,1212.6,26.99
7/22/2024 14:00,1188.5,26.91
7/22/2024 14:10,1141,26.83
7/22/2024 14:20,1114.4,26.75
7/22/2024 14:30,1102.8,26.72
7/22/2024 14:40,1095.4,26.68
7/22/2024 14:50,1083.8,26.64
7/22/2024 15:00,1080.5,26.64
7/22/2024 15:10,1090.9,26.63
7/22/2024 15:20,1091.7,26.65
7/22/2024 15:30,1104.6,26.67
7/22/2024 15:40,1124.9,26.72
7/22/2024 15:50,1120.7,26.73
7/22/2024 16:00,1116.1,26.75
7/22/2024 16:10,1118.2,26.76
7/22/2024 16:20,1118.6,26.76
7/22/2024 16:30,1122.8,26.76
7/22/2024 16:40,1115.3,26.77
7/22/2024 16:50,1114.9,26.76
7/22/2024 17:00,1118.6,26.76
7/22/2024 17:10,1116.5,26.77
7/22/2024 17:20,1103.2,26.73
7/22/2024 17:30,1096.2,26.73
7/22/2024 17:40,1097.8,26.73
7/22/2024 17:50,1101.2,26.73
7/22/2024 18:00,1097,26.72
7/22/2024 18:10,1092.9,26.71
7/22/2024 18:20,1096.6,26.71
7/22/2024 18:30,1104.5,26.71
7/22/2024 18:40,1105.8,26.71
7/22/2024 18:50,1104.5,26.69
7/22/2024 19:00,1099.1,26.68
7/22/2024 19:10,1099.1,26.67
7/22/2024 19:20,1097.5,26.65
7/22/2024 19:30,1096.3,26.64
7/22/2024 19:40,1091.7,26.63
7/22/2024 19:50,1089.7,26.59
7/22/2024 20:00,1089.3,26.58
7/22/2024 20:10,1088.5,26.57
7/22/2024 20:20,1088,26.56
7/22/2024 20:30,1086,26.52
7/22/2024 20:40,1084.4,26.51
7/22/2024 20:50,1082.7,26.48
7/22/2024 21:00,1079.4,26.47
7/22/2024 21:10,1078.6,26.44
7/22/2024 21:20,1079.5,26.43
7/22/2024 21:30,1082.4,26.42
7/22/2024 21:40,1082.8,26.41
7/22/2024 21:50,1083.6,26.41
7/22/2024 22:00,1083.6,26.41
7/22/2024 22:10,1082.8,26.4
7/22/2024 22:20,1082,26.39
7/22/2024 22:30,1082,26.38
7/22/2024 22:40,1082.5,26.35
7/22/2024 22:50,1082.9,26.35
7/22/2024 23:00,1080.4,26.33
7/22/2024 23:10,1079.6,26.33
7/22/2024 23:20,1079.2,26.32
7/22/2024 23:30,1078.4,26.31
7/22/2024 23:40,1078,26.3
7/22/2024 23:50,1077.1,26.3
7/23/2024 0:00,1078,26.27
7/23/2024 0:10,1078.8,26.27
7/23/2024 0:20,1084.2,26.26
7/23/2024 0:30,1081.8,26.24
7/23/2024 0:40,1077.2,26.22
7/23/2024 0:50,1077.2,26.21
7/23/2024 1:00,1076,26.2
7/23/2024 1:10,1075.2,26.18
7/23/2024 1:20,1074.8,26.17
7/23/2024 1:30,1075.6,26.16
7/23/2024 1:40,1075.6,26.15
7/23/2024 1:50,1074.8,26.13
7/23/2024 2:00,1074.4,26.13
7/23/2024 2:10,1074.9,26.1
7/23/2024 2:20,1074,26.09
7/23/2024 2:30,1074.5,26.09
7/23/2024 2:40,1073.7,26.07
7/23/2024 2:50,1071.2,26.06
7/23/2024 3:00,1071.2,26.05
7/23/2024 3:10,1070.4,26.04
7/23/2024 3:20,1070,26.01
7/23/2024 3:30,1070,25.99
7/23/2024 3:40,1068.8,25.98
7/23/2024 3:50,1067.5,25.97
7/23/2024 4:00,1063.8,25.97
7/23/2024 4:10,1063.8,25.95
7/23/2024 4:20,1063.4,25.93
7/23/2024 4:30,1063.4,25.93
7/23/2024 4:40,1061.8,25.91
7/23/2024 4:50,1062.6,25.9
7/23/2024 5:00,1061.4,25.89
7/23/2024 5:10,1062.2,25.89
7/23/2024 5:20,1063.5,25.88
7/23/2024 5:30,1062.7,25.86
7/23/2024 5:40,1062.7,25.84
7/23/2024 5:50,1061.4,25.84
7/23/2024 6:00,1061.5,25.82
7/23/2024 6:10,1060.2,25.81
7/23/2024 6:20,1059,25.8
7/23/2024 6:30,1059.4,25.8
7/23/2024 6:40,1058.2,25.8
7/23/2024 6:50,1058.2,25.8
7/23/2024 7:00,1059,25.8
7/23/2024 7:10,1059.4,25.8
7/23/2024 7:20,1060.2,25.81
7/23/2024 7:30,1061,25.83
7/23/2024 7:40,1061.9,25.83
7/23/2024 7:50,1062.7,25.87
7/23/2024 8:00,1063.5,25.88
7/23/2024 8:10,1063.9,25.89
7/23/2024 8:20,1063.5,25.9
7/23/2024 8:30,1064.7,25.95
7/23/2024 8:40,1063.8,25.95
7/23/2024 8:50,1059.7,25.93
7/23/2024 9:00,1058.8,25.98
7/23/2024 9:10,1063.3,26
7/23/2024 9:20,1063.3,26.06
7/23/2024 9:30,1067.7,26.15
7/23/2024 9:40,1058.6,26.14
7/23/2024 9:50,1060.7,26.14
7/23/2024 10:00,1064,26.16
7/23/2024 10:10,1058.6,26.2
7/23/2024 10:20,1070,26.38
7/23/2024 10:30,1066.1,26.51
7/23/2024 10:40,1056.7,26.33
7/23/2024 10:50,1069,26.5
7/23/2024 11:00,1071.4,26.58
7/23/2024 11:10,1066.1,26.47
7/23/2024 11:20,1066.5,26.55
7/23/2024 11:30,1067.2,26.63
7/23/2024 11:40,1068.8,26.68
7/23/2024 11:50,1066.8,26.61
7/23/2024 12:00,1050.7,26.57
7/23/2024 12:10,1048.6,26.58
7/23/2024 12:20,1047.7,26.58
7/23/2024 12:30,1033.2,26.58
7/23/2024 12:40,1034.5,26.57
7/23/2024 12:50,1035.3,26.61
7/23/2024 13:00,1034,26.61
7/23/2024 13:10,1036.1,26.6
7/23/2024 13:20,1034.3,26.68
7/23/2024 13:30,1026.8,26.73
7/23/2024 13:40,1030.1,26.74
7/23/2024 13:50,1031,26.74
7/23/2024 14:00,1032.6,26.81
7/23/2024 14:10,1029.2,26.82
7/23/2024 14:20,1025.9,26.84
7/23/2024 14:30,1025.4,26.86
7/23/2024 14:40,1025.9,26.86
7/23/2024 14:50,1021.7,26.89
7/23/2024 15:00,1019.2,26.89
7/23/2024 15:10,1020,26.9
7/23/2024 15:20,1021.3,26.91
7/23/2024 15:30,1020.4,26.89
7/23/2024 15:40,1020.4,26.9
7/23/2024 15:50,1023.3,26.9
7/23/2024 16:00,1023.7,26.9
7/23/2024 16:10,1027.5,26.9
7/23/2024 16:20,1020.9,26.9
7/23/2024 16:30,1020.9,26.9
7/23/2024 16:40,1020.8,26.91
7/23/2024 16:50,1020.4,26.91
7/23/2024 17:00,1018.4,26.9
7/23/2024 17:10,1017.9,26.91
7/23/2024 17:20,1020,26.9
7/23/2024 17:30,1020.9,26.89
7/23/2024 17:40,1021.3,26.9
7/23/2024 17:50,1022.1,26.9
7/23/2024 18:00,1023.7,26.9
7/23/2024 18:10,1024.2,26.89
7/23/2024 18:20,1023.4,26.88
7/23/2024 18:30,1023.8,26.86
7/23/2024 18:40,1023.4,26.86
7/23/2024 18:50,1026.3,26.85
7/23/2024 19:00,1024.6,26.84
7/23/2024 19:10,1025.9,26.83
7/23/2024 19:20,1025.1,26.83
7/23/2024 19:30,1023.9,26.81
7/23/2024 19:40,1023.9,26.8
7/23/2024 19:50,1025.1,26.8
7/23/2024 20:00,1023.5,26.77
7/23/2024 20:10,1024.7,26.77
7/23/2024 20:20,1024.7,26.76
7/23/2024 20:30,1024.7,26.75
7/23/2024 20:40,1024.8,26.74
7/23/2024 20:50,1024.8,26.74
7/23/2024 21:00,1024.8,26.73
7/23/2024 21:10,1024.8,26.73
7/23/2024 21:20,1026.4,26.72
7/23/2024 21:30,1025.2,26.71
7/23/2024 21:40,1024.4,26.69
7/23/2024 21:50,1024,26.68
7/23/2024 22:00,1023.6,26.66
7/23/2024 22:10,1023.2,26.65
7/23/2024 22:20,1023.2,26.64
7/23/2024 22:30,1023.2,26.63
7/23/2024 22:40,1022.8,26.61
7/23/2024 22:50,1020.4,26.59
7/23/2024 23:00,1017.9,26.58
7/23/2024 23:10,1014.6,26.55
7/23/2024 23:20,1014.6,26.54
7/23/2024 23:30,1013.4,26.52
7/23/2024 23:40,1013.4,26.51
7/23/2024 23:50,1012.6,26.5
7/24/2024 0:00,1012.2,26.48
7/24/2024 0:10,1010.2,26.44
7/24/2024 0:20,1010.2,26.43
7/24/2024 0:30,1009.8,26.42
7/24/2024 0:40,1008.2,26.39
7/24/2024 0:50,1008.6,26.39
7/24/2024 1:00,1007.3,26.38
7/24/2024 1:10,1008.2,26.34
7/24/2024 1:20,1007.8,26.33
7/24/2024 1:30,1009.1,26.31
7/24/2024 1:40,1007,26.31
7/24/2024 1:50,1006.2,26.3
7/24/2024 2:00,1007.9,26.27
7/24/2024 2:10,1006.2,26.26
7/24/2024 2:20,1003.8,26.24
7/24/2024 2:30,1004.6,26.24
7/24/2024 2:40,1003,26.22
7/24/2024 2:50,1003.4,26.21
7/24/2024 3:00,1003.4,26.2
7/24/2024 3:10,1003.4,26.18
7/24/2024 3:20,1006.3,26.17
7/24/2024 3:30,1004.3,26.16
7/24/2024 3:40,1003,26.15
7/24/2024 3:50,1005.5,26.14
7/24/2024 4:00,1005.1,26.13
7/24/2024 4:10,1006.4,26.13
7/24/2024 4:20,1009.3,26.1
7/24/2024 4:30,1011.4,26.1
7/24/2024 4:40,1012.6,26.08
7/24/2024 4:50,1013.5,26.07
7/24/2024 5:00,1014.3,26.06
7/24/2024 5:10,1015.2,26.05
7/24/2024 5:20,1015.2,26.04
7/24/2024 5:30,1015.6,26.03
7/24/2024 5:40,1016,26.01
7/24/2024 5:50,1016.4,26
7/24/2024 6:00,1016.5,25.99
7/24/2024 6:10,1016.5,25.98
7/24/2024 6:20,1015.2,25.98
7/24/2024 6:30,1015.7,25.97
7/24/2024 6:40,1018.6,25.96
7/24/2024 6:50,1021.9,25.96
7/24/2024 7:00,1021.9,25.96
7/24/2024 7:10,1021.9,25.96
7/24/2024 7:20,1021,25.97
7/24/2024 7:30,1021.9,25.98
7/24/2024 7:40,1021,25.98
7/24/2024 7:50,1021.8,25.99
7/24/2024 8:00,1023.1,26.01
7/24/2024 8:10,1026.4,26
7/24/2024 8:20,1025.5,26.03
7/24/2024 8:30,1027.2,26.07
7/24/2024 8:40,1026.3,26.06
7/24/2024 8:50,1024.3,26.06
7/24/2024 9:00,1023,26.08
7/24/2024 9:10,1020.1,26.09
7/24/2024 9:20,1018.4,26.1
7/24/2024 9:30,1018.2,26.25
7/24/2024 9:40,1018.3,26.16
7/24/2024 9:50,1019.1,26.22
7/24/2024 10:00,1017.9,26.22
7/24/2024 10:10,1021.2,26.24
7/24/2024 10:20,1028.2,26.63
7/24/2024 10:30,1021.4,26.37
7/24/2024 10:40,1028.8,26.44
7/24/2024 10:50,1027.1,26.47
7/24/2024 11:00,1027.8,26.61
7/24/2024 11:10,1027.1,26.46
7/24/2024 11:20,1028.3,26.51
7/24/2024 11:30,1028.3,26.54
7/24/2024 11:40,1030.7,26.63
7/24/2024 11:50,1032.7,26.69
7/24/2024 12:00,1034.9,26.91
7/24/2024 12:10,1035.4,26.85
7/24/2024 12:20,1035.4,26.83
7/24/2024 12:30,1035.4,26.86
7/24/2024 12:40,1037,26.89
7/24/2024 12:50,1038.2,26.94
7/24/2024 13:00,1039.4,26.99
7/24/2024 13:10,1040.2,27.05
7/24/2024 13:20,1042.6,27.12
7/24/2024 13:30,1042.6,27.11
7/24/2024 13:40,1044.2,27.18
7/24/2024 13:50,1048.1,27.35
7/24/2024 14:00,1045.7,27.28
7/24/2024 14:10,1046.9,27.33
7/24/2024 14:20,1049.3,27.39
7/24/2024 14:30,1049.3,27.43
7/24/2024 14:40,1049.6,27.45
7/24/2024 14:50,1050,27.48
7/24/2024 15:00,1048.1,27.37
7/24/2024 15:10,1050.4,27.54
7/24/2024 15:20,1050,27.54
7/24/2024 15:30,1049.1,27.53
7/24/2024 15:40,1045.8,27.54
7/24/2024 15:50,1045.4,27.56
7/24/2024 16:00,1048.7,27.57
7/24/2024 16:10,1048.3,27.57
7/24/2024 16:20,1049.9,27.56
7/24/2024 16:30,1049.1,27.57
7/24/2024 16:40,1049.1,27.56
7/24/2024 16:50,1050.4,27.53
7/24/2024 17:00,1050.4,27.54
7/24/2024 17:10,1050,27.51
7/24/2024 17:20,1050.4,27.5
7/24/2024 17:30,1050.9,27.49
7/24/2024 17:40,1050.9,27.49
7/24/2024 17:50,1050,27.49
7/24/2024 18:00,1049.6,27.5
7/24/2024 18:10,1049.2,27.48
7/24/2024 18:20,1048.8,27.45
7/24/2024 18:30,1048,27.45
7/24/2024 18:40,1049.3,27.43
7/24/2024 18:50,1050.1,27.41
7/24/2024 19:00,1050.9,27.42
7/24/2024 19:10,1050.1,27.39
7/24/2024 19:20,1050.6,27.39
7/24/2024 19:30,1050.2,27.37
7/24/2024 19:40,1049.3,27.36
7/24/2024 19:50,1048.1,27.35
7/24/2024 20:00,1048.5,27.33
7/24/2024 20:10,1048.1,27.32
7/24/2024 20:20,1048.2,27.31
7/24/2024 20:30,1048.2,27.29
7/24/2024 20:40,1047.4,27.28
7/24/2024 20:50,1048.2,27.27
7/24/2024 21:00,1048.6,27.25
7/24/2024 21:10,1049.5,27.24
7/24/2024 21:20,1048.3,27.22
7/24/2024 21:30,1047.4,27.2
7/24/2024 21:40,1047,27.19
7/24/2024 21:50,1047.5,27.18
7/24/2024 22:00,1047.1,27.16
7/24/2024 22:10,1047.1,27.15
7/24/2024 22:20,1047.5,27.12
7/24/2024 22:30,1047.1,27.11
7/24/2024 22:40,1045.9,27.09
7/24/2024 22:50,1046.3,27.08
7/24/2024 23:00,1047.2,27.07
7/24/2024 23:10,1047.6,27.05
7/24/2024 23:20,1047.2,27.03
7/24/2024 23:30,1046.8,27.01
7/24/2024 23:40,1046,26.99
7/24/2024 23:50,1046.5,26.98
7/25/2024 0:00,1046.5,26.95
7/25/2024 0:10,1046.1,26.94
7/25/2024 0:20,1046.1,26.92
7/25/2024 0:30,1046.9,26.91
7/25/2024 0:40,1047,26.89
7/25/2024 0:50,1047.4,26.88
7/25/2024 1:00,1047,26.86
7/25/2024 1:10,1047,26.85
7/25/2024 1:20,1047.4,26.84
7/25/2024 1:30,1047.5,26.83
7/25/2024 1:40,1045.4,26.82
7/25/2024 1:50,1041.7,26.8
7/25/2024 2:00,1041.7,26.78
7/25/2024 2:10,1041.7,26.77
7/25/2024 2:20,1040.5,26.76
7/25/2024 2:30,1039.7,26.75
7/25/2024 2:40,1038.4,26.74
7/25/2024 2:50,1039.7,26.73
7/25/2024 3:00,1039.7,26.71
7/25/2024 3:10,1039.7,26.71
7/25/2024 3:20,1038.5,26.69
7/25/2024 3:30,1038.9,26.68
7/25/2024 3:40,1038.5,26.67
7/25/2024 3:50,1038.9,26.66
7/25/2024 4:00,1039.8,26.65
7/25/2024 4:10,1039.4,26.64
7/25/2024 4:20,1039.8,26.63
7/25/2024 4:30,1043.5,26.61
7/25/2024 4:40,1044.4,26.61
7/25/2024 4:50,1046.9,26.6
7/25/2024 5:00,1047.3,26.59
7/25/2024 5:10,1048.6,26.58
7/25/2024 5:20,1048.6,26.58
7/25/2024 5:30,1045.3,26.57
7/25/2024 5:40,1045.7,26.56
7/25/2024 5:50,1044.5,26.55
7/25/2024 6:00,1044.5,26.54
7/25/2024 6:10,1042.8,26.52
7/25/2024 6:20,1044.5,26.52
7/25/2024 6:30,1043.2,26.51
7/25/2024 6:40,1041.2,26.5
7/25/2024 6:50,1043.3,26.49
7/25/2024 7:00,1042,26.48
7/25/2024 7:10,1042.4,26.49
7/25/2024 7:20,1044.5,26.49
7/25/2024 7:30,1047.8,26.5
7/25/2024 7:40,1049.1,26.5
7/25/2024 7:50,1049.9,26.51
7/25/2024 8:00,1049.1,26.51
7/25/2024 8:10,1049,26.54
7/25/2024 8:20,1048.6,26.55
7/25/2024 8:30,1050.2,26.57
7/25/2024 8:40,1053.1,26.58
7/25/2024 8:50,1052.3,26.58
7/25/2024 9:00,1050.6,26.61
7/25/2024 9:10,1051.4,26.63
7/25/2024 9:20,1050.6,26.65
7/25/2024 9:30,1051.2,26.78
7/25/2024 9:40,1050.1,26.68
7/25/2024 9:50,1051.7,26.72
7/25/2024 10:00,1050.9,26.75
7/25/2024 10:10,1051.3,26.75
7/25/2024 10:20,1055.9,27.1
7/25/2024 10:30,1053.2,26.92
7/25/2024 10:40,1053.2,26.88
7/25/2024 10:50,1054.4,26.94
7/25/2024 11:00,1055.6,26.99
7/25/2024 11:10,1055.6,26.99
7/25/2024 11:20,1056.4,27.01
7/25/2024 11:30,1057.2,27.05
7/25/2024 11:40,1060,27.14
7/25/2024 11:50,1059.9,27.18
7/25/2024 12:00,1061.1,27.27
7/25/2024 12:10,1062.2,27.33
7/25/2024 12:20,1061,27.29
7/25/2024 12:30,1062.2,27.33
7/25/2024 12:40,1063.9,27.36
7/25/2024 12:50,1063.8,27.41
7/25/2024 13:00,1065,27.49
7/25/2024 13:10,1066.5,27.54
7/25/2024 13:20,1067,27.56
7/25/2024 13:30,1067.7,27.6
7/25/2024 13:40,1068.1,27.62
7/25/2024 13:50,1068.9,27.68
7/25/2024 14:00,1070,27.75
7/25/2024 14:10,1070.4,27.77
7/25/2024 14:20,1071.6,27.8
7/25/2024 14:30,1072.8,27.84
7/25/2024 14:40,1072.8,27.86
7/25/2024 14:50,1075.2,27.93
7/25/2024 15:00,1074.8,27.95
7/25/2024 15:10,1074.8,27.96
7/25/2024 15:20,1074.3,27.97
7/25/2024 15:30,1074.8,27.99
7/25/2024 15:40,1075.9,28.03
7/25/2024 15:50,1075.1,28.03
7/25/2024 16:00,1074.3,28.04
7/25/2024 16:10,1073.9,28.04
7/25/2024 16:20,1074.7,28.05
7/25/2024 16:30,1075.1,28.07
7/25/2024 16:40,1075.5,28.07
7/25/2024 16:50,1075.9,28.08
7/25/2024 17:00,1075.9,28.08
7/25/2024 17:10,1075.9,28.08
7/25/2024 17:20,1077.1,28.09
7/25/2024 17:30,1077.5,28.09
7/25/2024 17:40,1077.6,28.07
7/25/2024 17:50,1077.5,28.09
7/25/2024 18:00,1077.5,28.08
7/25/2024 18:10,1077.2,28.05
7/25/2024 18:20,1077.2,28.04
7/25/2024 18:30,1077.2,28.04
7/25/2024 18:40,1077.2,28.03
7/25/2024 18:50,1076.8,28.02
7/25/2024 19:00,1076.4,27.99
7/25/2024 19:10,1077.3,27.97
7/25/2024 19:20,1077.3,27.96
7/25/2024 19:30,1078.1,27.93
7/25/2024 19:40,1078.5,27.94
7/25/2024 19:50,1078.6,27.93
7/25/2024 20:00,1078.6,27.92
7/25/2024 20:10,1078.2,27.91
7/25/2024 20:20,1078.6,27.88
7/25/2024 20:30,1078.6,27.85
7/25/2024 20:40,1079.9,27.85
7/25/2024 20:50,1079.9,27.85
7/25/2024 21:00,1079.1,27.84
7/25/2024 21:10,1077.8,27.83
7/25/2024 21:20,1078.3,27.82
7/25/2024 21:30,1078.3,27.8
7/25/2024 21:40,1077.9,27.79
7/25/2024 21:50,1077.1,27.78
7/25/2024 22:00,1077.5,27.77
7/25/2024 22:10,1077.5,27.76
7/25/2024 22:20,1076.3,27.75
7/25/2024 22:30,1076.7,27.74
7/25/2024 22:40,1077.5,27.73
7/25/2024 22:50,1077.1,27.71
7/25/2024 23:00,1075.1,27.7
7/25/2024 23:10,1076.8,27.69
7/25/2024 23:20,1075.5,27.68
7/25/2024 23:30,1075.1,27.67
7/25/2024 23:40,1074.3,27.66
7/25/2024 23:50,1074.3,27.66
7/26/2024 0:00,1075.2,27.63
7/26/2024 0:10,1074.7,27.63
7/26/2024 0:20,1075.2,27.62
7/26/2024 0:30,1076,27.61
7/26/2024 0:40,1076.4,27.61
7/26/2024 0:50,1076.9,27.6
7/26/2024 1:00,1076.9,27.6
7/26/2024 1:10,1076.9,27.59
7/26/2024 1:20,1076.9,27.58
7/26/2024 1:30,1078.1,27.57
7/26/2024 1:40,1078.2,27.56
7/26/2024 1:50,1078.2,27.54
7/26/2024 2:00,1078.2,27.53
7/26/2024 2:10,1076.9,27.53
7/26/2024 2:20,1078.2,27.52
7/26/2024 2:30,1079.9,27.51
7/26/2024 2:40,1080.3,27.5
7/26/2024 2:50,1080.3,27.49
7/26/2024 3:00,1081.6,27.48
7/26/2024 3:10,1081.6,27.46
7/26/2024 3:20,1078.7,27.44
7/26/2024 3:30,1077.9,27.43
7/26/2024 3:40,1078.7,27.41
7/26/2024 3:50,1078.8,27.4
7/26/2024 4:00,1078.8,27.39
7/26/2024 4:10,1078,27.36
7/26/2024 4:20,1078,27.35
7/26/2024 4:30,1073,27.33
7/26/2024 4:40,1069.3,27.32
7/26/2024 4:50,1071.4,27.31
7/26/2024 5:00,1069.3,27.31
7/26/2024 5:10,1069.7,27.29
7/26/2024 5:20,1068.9,27.28
7/26/2024 5:30,1068.5,27.26
7/26/2024 5:40,1067.7,27.25
7/26/2024 5:50,1066.9,27.24
7/26/2024 6:00,1066.9,27.23
7/26/2024 6:10,1068.6,27.22
7/26/2024 6:20,1067.8,27.19
7/26/2024 6:30,1067,27.18
7/26/2024 6:40,1067,27.18
7/26/2024 6:50,1067.4,27.17
7/26/2024 7:00,1068.7,27.16
7/26/2024 7:10,1067.8,27.15
7/26/2024 7:20,1068.3,27.14
7/26/2024 7:30,1068.7,27.15
7/26/2024 7:40,1068.3,27.15
7/26/2024 7:50,1066.2,27.15
7/26/2024 8:00,1066.2,27.15
7/26/2024 8:10,1067,27.16
7/26/2024 8:20,1067.4,27.16
7/26/2024 8:30,1065.7,27.18
