"Date Time, GMT-04:00","Full Range, μS/cm (LGR S/N: 20213600, SEN S/N: 20213600)","Temp, °C (LGR S/N: 20213600, SEN S/N: 20213600)"
1/14/2025 11:30,547.8,22.76
1/14/2025 11:40,547.8,22.76
1/14/2025 11:50,547,22.72
1/14/2025 12:00,549.3,22.93
1/14/2025 12:10,549.7,22.95
1/14/2025 12:20,551.6,23.06
1/14/2025 12:30,552.7,23.2
1/14/2025 12:40,552.7,23.28
1/14/2025 12:50,553.8,23.38
1/14/2025 13:00,554.6,23.48
1/14/2025 13:10,555.3,23.58
1/14/2025 13:20,556,23.69
1/14/2025 13:30,557.2,23.8
1/14/2025 13:40,557.9,23.85
1/14/2025 13:50,559.5,23.95
1/14/2025 14:00,562.2,24.03
1/14/2025 14:10,564.2,24.09
1/14/2025 14:20,564.9,24.14
1/14/2025 14:30,566.1,24.24
1/14/2025 14:40,566.4,24.26
1/14/2025 14:50,567.6,24.34
1/14/2025 15:00,568,24.38
1/14/2025 15:10,568,24.34
1/14/2025 15:20,568.4,24.38
1/14/2025 15:30,569.2,24.35
1/14/2025 15:40,568,24.34
1/14/2025 15:50,568.4,24.31
1/14/2025 16:00,568,24.31
1/14/2025 16:10,568,24.29
1/14/2025 16:20,566.8,24.26
1/14/2025 16:30,566.1,24.21
1/14/2025 16:40,565.3,24.16
1/14/2025 16:50,564.9,24.12
1/14/2025 17:00,565,24.05
1/14/2025 17:10,564.6,24.03
1/14/2025 17:20,564.6,24
1/14/2025 17:30,564.2,23.93
1/14/2025 17:40,563.5,23.87
1/14/2025 17:50,563.1,23.83
1/14/2025 18:00,562.7,23.8
1/14/2025 18:10,562,23.72
1/14/2025 18:20,561.6,23.68
1/14/2025 18:30,560.8,23.63
1/14/2025 18:40,560.1,23.57
1/14/2025 18:50,559.7,23.52
1/14/2025 19:00,559.3,23.47
1/14/2025 19:10,558.6,23.41
1/14/2025 19:20,557.8,23.37
1/14/2025 19:30,557,23.33
1/14/2025 19:40,556.6,23.31
1/14/2025 19:50,556.7,23.28
1/14/2025 20:00,555.9,23.23
1/14/2025 20:10,555.5,23.2
1/14/2025 20:20,554.7,23.15
1/14/2025 20:30,554.4,23.11
1/14/2025 20:40,554,23.08
1/14/2025 20:50,553.6,23.04
1/14/2025 21:00,553.2,23.02
1/14/2025 21:10,552.9,22.97
1/14/2025 21:20,552.5,22.97
1/14/2025 21:30,552.5,22.94
1/14/2025 21:40,552.1,22.91
1/14/2025 21:50,551.7,22.89
1/14/2025 22:00,551.3,22.87
1/14/2025 22:10,551.3,22.82
1/14/2025 22:20,551,22.78
1/14/2025 22:30,551,22.78
1/14/2025 22:40,550.6,22.75
1/14/2025 22:50,550.2,22.71
1/14/2025 23:00,549.8,22.69
1/14/2025 23:10,549.4,22.67
1/14/2025 23:20,549.5,22.64
1/14/2025 23:30,549.1,22.61
1/14/2025 23:40,549.1,22.59
1/14/2025 23:50,549.1,22.56
1/15/2025 0:00,548.3,22.53
1/15/2025 0:10,547.9,22.51
1/15/2025 0:20,548,22.49
1/15/2025 0:30,547.6,22.46
1/15/2025 0:40,547.6,22.44
1/15/2025 0:50,547.2,22.42
1/15/2025 1:00,547.2,22.4
1/15/2025 1:10,547.2,22.37
1/15/2025 1:20,547.2,22.36
1/15/2025 1:30,546.1,22.33
1/15/2025 1:40,546.1,22.32
1/15/2025 1:50,546.1,22.29
1/15/2025 2:00,546.1,22.27
1/15/2025 2:10,546.1,22.27
1/15/2025 2:20,545.3,22.25
1/15/2025 2:30,545.3,22.23
1/15/2025 2:40,544.9,22.2
1/15/2025 2:50,544.9,22.19
1/15/2025 3:00,544.5,22.17
1/15/2025 3:10,544.6,22.16
1/15/2025 3:20,544.2,22.14
1/15/2025 3:30,544.2,22.11
1/15/2025 3:40,544.2,22.09
1/15/2025 3:50,543.8,22.08
1/15/2025 4:00,543.4,22.06
1/15/2025 4:10,543.4,22.03
1/15/2025 4:20,543,22.02
1/15/2025 4:30,543,22
1/15/2025 4:40,542.7,21.99
1/15/2025 4:50,542.7,21.97
1/15/2025 5:00,542.7,21.94
1/15/2025 5:10,542.3,21.92
1/15/2025 5:20,541.9,21.91
1/15/2025 5:30,541.9,21.9
1/15/2025 5:40,541.9,21.88
1/15/2025 5:50,541.5,21.86
1/15/2025 6:00,541.1,21.85
1/15/2025 6:10,541.1,21.84
1/15/2025 6:20,541.2,21.83
1/15/2025 6:30,541.2,21.81
1/15/2025 6:40,540.8,21.8
1/15/2025 6:50,540.8,21.77
1/15/2025 7:00,540.8,21.76
1/15/2025 7:10,540.4,21.75
1/15/2025 7:20,540.4,21.74
1/15/2025 7:30,540.4,21.74
1/15/2025 7:40,540.4,21.76
1/15/2025 7:50,540.8,21.76
1/15/2025 8:00,540.8,21.77
1/15/2025 8:10,540.8,21.79
1/15/2025 8:20,540.8,21.8
1/15/2025 8:30,540.8,21.82
1/15/2025 8:40,541.1,21.84
1/15/2025 8:50,541.1,21.84
1/15/2025 9:00,541.1,21.86
1/15/2025 9:10,541.9,21.88
1/15/2025 9:20,542.7,21.92
1/15/2025 9:30,543.1,21.93
1/15/2025 9:40,543.5,21.98
1/15/2025 9:50,544.2,22.02
1/15/2025 10:00,545.4,22.12
1/15/2025 10:10,545.3,22.19
1/15/2025 10:20,545.3,22.21
1/15/2025 10:30,545.7,22.28
1/15/2025 10:40,546.4,22.35
1/15/2025 10:50,547.2,22.38
1/15/2025 11:00,547.2,22.42
1/15/2025 11:10,547.6,22.46
1/15/2025 11:20,547.5,22.52
1/15/2025 11:30,547.9,22.54
1/15/2025 11:40,548.3,22.64
1/15/2025 11:50,548.6,22.71
1/15/2025 12:00,549.4,22.8
1/15/2025 12:10,549.3,22.84
1/15/2025 12:20,550.5,22.9
1/15/2025 12:30,551.2,22.99
1/15/2025 12:40,551.6,23.08
1/15/2025 12:50,551.5,23.19
1/15/2025 13:00,553.5,23.3
1/15/2025 13:10,555.4,23.35
1/15/2025 13:20,557.3,23.48
1/15/2025 13:30,558.9,23.52
1/15/2025 13:40,560.1,23.59
1/15/2025 13:50,560.4,23.67
1/15/2025 14:00,561.2,23.72
1/15/2025 14:10,562.3,23.81
1/15/2025 14:20,564.2,23.94
1/15/2025 14:30,565,23.98
1/15/2025 14:40,565.8,24.01
1/15/2025 14:50,565,24
1/15/2025 15:00,565.4,23.98
1/15/2025 15:10,565,23.96
1/15/2025 15:20,565,23.99
1/15/2025 15:30,565,23.96
1/15/2025 15:40,565,23.98
1/15/2025 15:50,565.4,24.02
1/15/2025 16:00,565.4,23.99
1/15/2025 16:10,565.4,23.95
1/15/2025 16:20,564.3,23.9
1/15/2025 16:30,565.1,23.9
1/15/2025 16:40,564.3,23.83
1/15/2025 16:50,565.4,23.93
1/15/2025 17:00,565.5,23.91
1/15/2025 17:10,565.1,23.89
1/15/2025 17:20,564.3,23.85
1/15/2025 17:30,564.3,23.83
1/15/2025 17:40,563.5,23.81
1/15/2025 17:50,563.1,23.76
1/15/2025 18:00,562.8,23.73
1/15/2025 18:10,562.4,23.68
1/15/2025 18:20,562,23.68
1/15/2025 18:30,562,23.67
1/15/2025 18:40,561.2,23.64
1/15/2025 18:50,560.9,23.6
1/15/2025 19:00,560.1,23.57
1/15/2025 19:10,559.7,23.56
1/15/2025 19:20,558.9,23.52
1/15/2025 19:30,558.1,23.52
1/15/2025 19:40,556.9,23.49
1/15/2025 19:50,556.5,23.48
1/15/2025 20:00,556.1,23.48
1/15/2025 20:10,555.7,23.48
1/15/2025 20:20,555.8,23.47
1/15/2025 20:30,555.8,23.47
1/15/2025 20:40,555.8,23.47
1/15/2025 20:50,555.4,23.43
1/15/2025 21:00,555.8,23.4
1/15/2025 21:10,555.8,23.39
1/15/2025 21:20,555.4,23.37
1/15/2025 21:30,555,23.34
1/15/2025 21:40,555.4,23.33
1/15/2025 21:50,555,23.31
1/15/2025 22:00,555.1,23.3
1/15/2025 22:10,555.1,23.29
1/15/2025 22:20,554.7,23.26
1/15/2025 22:30,554.7,23.24
1/15/2025 22:40,553.9,23.23
1/15/2025 22:50,553.9,23.23
1/15/2025 23:00,553.5,23.21
1/15/2025 23:10,551.5,23.19
1/15/2025 23:20,551.9,23.16
1/15/2025 23:30,551.9,23.16
1/15/2025 23:40,551.2,23.14
1/15/2025 23:50,550.4,23.14
1/16/2025 0:00,549.2,23.12
1/16/2025 0:10,549.6,23.1
1/16/2025 0:20,550,23.08
1/16/2025 0:30,549.2,23.06
1/16/2025 0:40,548.4,23.05
1/16/2025 0:50,548,23.04
1/16/2025 1:00,547.6,23.03
1/16/2025 1:10,547.2,23.03
1/16/2025 1:20,546.9,23.02
1/16/2025 1:30,544.5,23.02
1/16/2025 1:40,543.3,22.99
1/16/2025 1:50,543.3,22.98
1/16/2025 2:00,542.1,22.98
1/16/2025 2:10,541.3,22.97
1/16/2025 2:20,540.9,22.96
1/16/2025 2:30,540.9,22.95
1/16/2025 2:40,541.7,22.93
1/16/2025 2:50,541.7,22.9
1/16/2025 3:00,541.7,22.89
1/16/2025 3:10,541.8,22.87
1/16/2025 3:20,541.8,22.87
1/16/2025 3:30,540.6,22.86
1/16/2025 3:40,539,22.82
1/16/2025 3:50,537,22.82
1/16/2025 4:00,538.2,22.81
1/16/2025 4:10,537.4,22.79
1/16/2025 4:20,537,22.78
1/16/2025 4:30,537,22.76
1/16/2025 4:40,537,22.75
1/16/2025 4:50,537.5,22.73
1/16/2025 5:00,535.5,22.71
1/16/2025 5:10,534.3,22.69
1/16/2025 5:20,534.7,22.68
1/16/2025 5:30,535.5,22.67
1/16/2025 5:40,535.5,22.64
1/16/2025 5:50,535.1,22.61
1/16/2025 6:00,534.7,22.6
1/16/2025 6:10,533.2,22.59
1/16/2025 6:20,532.8,22.58
1/16/2025 6:30,532,22.55
1/16/2025 6:40,530.8,22.54
1/16/2025 6:50,530,22.52
1/16/2025 7:00,530.4,22.51
1/16/2025 7:10,530.4,22.5
1/16/2025 7:20,530.8,22.5
1/16/2025 7:30,530.8,22.49
1/16/2025 7:40,530.4,22.5
1/16/2025 7:50,529.6,22.52
1/16/2025 8:00,528.8,22.54
1/16/2025 8:10,527.6,22.53
1/16/2025 8:20,528.8,22.52
1/16/2025 8:30,530.4,22.55
1/16/2025 8:40,530.4,22.55
1/16/2025 8:50,530,22.58
1/16/2025 9:00,530.8,22.6
1/16/2025 9:10,531.9,22.62
1/16/2025 9:20,532.7,22.64
1/16/2025 9:30,533.1,22.71
1/16/2025 9:40,533.5,22.76
1/16/2025 9:50,533.4,22.79
1/16/2025 10:00,532.6,22.79
1/16/2025 10:10,532.2,22.95
1/16/2025 10:20,531.4,22.95
1/16/2025 10:30,531.7,23.02
1/16/2025 10:40,532.1,23.1
1/16/2025 10:50,534,23.21
1/16/2025 11:00,535.6,23.28
1/16/2025 11:10,535.5,23.38
1/16/2025 11:20,535.9,23.42
1/16/2025 11:30,535.8,23.49
1/16/2025 11:40,535.8,23.57
1/16/2025 11:50,533.4,23.63
1/16/2025 12:00,534.5,23.74
1/16/2025 12:10,534.1,23.73
1/16/2025 12:20,534.1,23.83
1/16/2025 12:30,534.8,23.94
1/16/2025 12:40,535.1,24.04
1/16/2025 12:50,536.6,24.17
1/16/2025 13:00,538.2,24.26
1/16/2025 13:10,542.1,24.4
1/16/2025 13:20,542.4,24.48
1/16/2025 13:30,545.6,24.6
1/16/2025 13:40,545.1,24.63
1/16/2025 13:50,543.5,24.69
1/16/2025 14:00,547.8,24.8
1/16/2025 14:10,546.2,24.77
1/16/2025 14:20,546.6,24.88
1/16/2025 14:30,545,24.88
1/16/2025 14:40,545.8,24.94
1/16/2025 14:50,545.3,24.96
1/16/2025 15:00,543,24.97
1/16/2025 15:10,537.8,24.97
1/16/2025 15:20,530.3,24.91
1/16/2025 15:30,531,24.98
1/16/2025 15:40,530.2,24.97
1/16/2025 15:50,530.2,24.95
1/16/2025 16:00,531.1,24.92
1/16/2025 16:10,533.4,24.91
1/16/2025 16:20,537,24.88
1/16/2025 16:30,538.7,24.82
1/16/2025 16:40,538.7,24.78
1/16/2025 16:50,536.7,24.71
1/16/2025 17:00,527.6,24.65
1/16/2025 17:10,524.5,24.59
1/16/2025 17:20,521.7,24.54
1/16/2025 17:30,517.8,24.48
1/16/2025 17:40,515.8,24.42
1/16/2025 17:50,516.3,24.38
1/16/2025 18:00,515.1,24.35
1/16/2025 18:10,512.7,24.3
1/16/2025 18:20,511.5,24.28
1/16/2025 18:30,510.8,24.25
1/16/2025 18:40,512,24.21
1/16/2025 18:50,514,24.18
1/16/2025 19:00,517.6,24.14
1/16/2025 19:10,517.6,24.11
1/16/2025 19:20,517.6,24.07
1/16/2025 19:30,518.8,24.03
1/16/2025 19:40,520,24
1/16/2025 19:50,519.7,23.98
1/16/2025 20:00,517.7,23.94
1/16/2025 20:10,527.2,23.91
1/16/2025 20:20,525.7,23.87
1/16/2025 20:30,526.1,23.84
1/16/2025 20:40,527.3,23.81
1/16/2025 20:50,527.7,23.77
1/16/2025 21:00,527.7,23.74
1/16/2025 21:10,527.8,23.68
1/16/2025 21:20,525.4,23.65
1/16/2025 21:30,523.8,23.61
1/16/2025 21:40,527,23.57
1/16/2025 21:50,527.1,23.52
1/16/2025 22:00,526.7,23.5
1/16/2025 22:10,524.7,23.47
1/16/2025 22:20,523.1,23.45
1/16/2025 22:30,523.1,23.43
1/16/2025 22:40,522,23.41
1/16/2025 22:50,518.8,23.4
1/16/2025 23:00,522.4,23.37
1/16/2025 23:10,521.6,23.35
1/16/2025 23:20,520,23.34
1/16/2025 23:30,522.8,23.3
1/16/2025 23:40,521.2,23.29
1/16/2025 23:50,520,23.28
1/17/2025 0:00,520.4,23.25
1/17/2025 0:10,520.9,23.24
1/17/2025 0:20,520.5,23.22
1/17/2025 0:30,521.7,23.2
1/17/2025 0:40,521.3,23.17
1/17/2025 0:50,522.1,23.15
1/17/2025 1:00,521.7,23.13
1/17/2025 1:10,520.9,23.11
1/17/2025 1:20,518.9,23.08
1/17/2025 1:30,519,23.06
1/17/2025 1:40,519.8,23.04
1/17/2025 1:50,520.2,23.03
1/17/2025 2:00,520.2,22.99
1/17/2025 2:10,519.8,22.95
1/17/2025 2:20,519,22.94
1/17/2025 2:30,518.7,22.9
1/17/2025 2:40,518.3,22.87
1/17/2025 2:50,517.9,22.84
1/17/2025 3:00,518.3,22.82
1/17/2025 3:10,518.3,22.79
1/17/2025 3:20,518.7,22.77
1/17/2025 3:30,518.3,22.73
1/17/2025 3:40,517.6,22.71
1/17/2025 3:50,517.2,22.7
1/17/2025 4:00,518.4,22.67
1/17/2025 4:10,519.2,22.64
1/17/2025 4:20,518.4,22.62
1/17/2025 4:30,517.6,22.6
1/17/2025 4:40,517.2,22.58
1/17/2025 4:50,516.8,22.56
1/17/2025 5:00,518.1,22.54
1/17/2025 5:10,518.1,22.52
1/17/2025 5:20,518.5,22.5
1/17/2025 5:30,518.5,22.47
1/17/2025 5:40,516.9,22.45
1/17/2025 5:50,518.5,22.43
1/17/2025 6:00,518.9,22.4
1/17/2025 6:10,519,22.35
1/17/2025 6:20,519,22.34
1/17/2025 6:30,518.6,22.32
1/17/2025 6:40,518.2,22.29
1/17/2025 6:50,517.4,22.28
1/17/2025 7:00,518.6,22.25
1/17/2025 7:10,517.4,22.25
1/17/2025 7:20,519,22.23
1/17/2025 7:30,519.4,22.21
1/17/2025 7:40,520.6,22.2
1/17/2025 7:50,520.6,22.21
1/17/2025 8:00,520.2,22.19
1/17/2025 8:10,521.8,22.2
1/17/2025 8:20,521.4,22.21
1/17/2025 8:30,522.6,22.23
1/17/2025 8:40,518.2,22.2
1/17/2025 8:50,513.8,22.23
1/17/2025 9:00,502.7,22.23
1/17/2025 9:10,501.9,22.26
1/17/2025 9:20,502.6,22.33
1/17/2025 9:30,504.2,22.35
1/17/2025 9:40,507.4,22.44
1/17/2025 9:50,510.5,22.54
1/17/2025 10:00,512.4,22.6
1/17/2025 10:10,514.8,22.7
1/17/2025 10:20,514.7,22.79
1/17/2025 10:30,513.9,22.89
1/17/2025 10:40,513.1,22.87
1/17/2025 10:50,514.6,23.1
1/17/2025 11:00,517.7,23.16
1/17/2025 11:10,517.7,23.28
1/17/2025 11:20,514.4,23.33
1/17/2025 11:30,517.5,23.48
1/17/2025 11:40,513.5,23.52
1/17/2025 11:50,510.8,23.54
1/17/2025 12:00,510.3,23.6
1/17/2025 12:10,509.5,23.67
1/17/2025 12:20,510.2,23.87
1/17/2025 12:30,505,23.95
1/17/2025 12:40,503.7,24.08
1/17/2025 12:50,502.9,24.18
1/17/2025 13:00,503.6,24.31
1/17/2025 13:10,506.3,24.39
1/17/2025 13:20,509.5,24.46
1/17/2025 13:30,513.4,24.61
1/17/2025 13:40,518.9,24.7
1/17/2025 13:50,524.8,24.73
1/17/2025 14:00,529.5,24.84
1/17/2025 14:10,533.4,24.91
1/17/2025 14:20,539.7,25.01
1/17/2025 14:30,537,25.04
1/17/2025 14:40,536.5,25.09
1/17/2025 14:50,537,25.01
1/17/2025 15:00,540.1,25.09
1/17/2025 15:10,534.2,25.05
1/17/2025 15:20,532.2,25.03
1/17/2025 15:30,533.4,25
1/17/2025 15:40,525.9,24.92
1/17/2025 15:50,512.8,24.94
1/17/2025 16:00,506.1,24.86
1/17/2025 16:10,512.8,24.81
1/17/2025 16:20,524,24.77
1/17/2025 16:30,533.5,24.73
1/17/2025 16:40,528,24.69
1/17/2025 16:50,521.3,24.65
1/17/2025 17:00,511,24.62
1/17/2025 17:10,508.6,24.59
1/17/2025 17:20,505.1,24.52
1/17/2025 17:30,507.1,24.47
1/17/2025 17:40,507.1,24.44
1/17/2025 17:50,505.9,24.4
1/17/2025 18:00,513.5,24.35
1/17/2025 18:10,513.1,24.33
1/17/2025 18:20,514.3,24.29
1/17/2025 18:30,510,24.25
1/17/2025 18:40,514.4,24.17
1/17/2025 18:50,514.8,24.16
1/17/2025 19:00,514.8,24.12
1/17/2025 19:10,515.2,24.09
1/17/2025 19:20,515.6,24.07
1/17/2025 19:30,525.2,24.05
1/17/2025 19:40,533.9,24.02
1/17/2025 19:50,536.3,24
1/17/2025 20:00,536.8,23.95
1/17/2025 20:10,538,23.91
1/17/2025 20:20,540.4,23.89
1/17/2025 20:30,540.8,23.85
1/17/2025 20:40,536.4,23.83
1/17/2025 20:50,530.1,23.81
1/17/2025 21:00,530.9,23.81
1/17/2025 21:10,525.3,23.78
1/17/2025 21:20,525.3,23.77
1/17/2025 21:30,527.3,23.75
1/17/2025 21:40,528.5,23.74
1/17/2025 21:50,533.7,23.7
1/17/2025 22:00,537.3,23.69
1/17/2025 22:10,541.3,23.67
1/17/2025 22:20,540.5,23.65
1/17/2025 22:30,537,23.6
1/17/2025 22:40,533.4,23.59
1/17/2025 22:50,533,23.59
1/17/2025 23:00,528.2,23.55
1/17/2025 23:10,529,23.54
1/17/2025 23:20,533.4,23.5
1/17/2025 23:30,539.4,23.48
1/17/2025 23:40,540.6,23.47
1/17/2025 23:50,542.6,23.45
1/18/2025 0:00,543.4,23.42
1/18/2025 0:10,545,23.4
1/18/2025 0:20,547,23.39
1/18/2025 0:30,548.6,23.37
1/18/2025 0:40,547.9,23.34
1/18/2025 0:50,549.1,23.32
1/18/2025 1:00,550.7,23.32
1/18/2025 1:10,551.5,23.3
1/18/2025 1:20,552.7,23.28
1/18/2025 1:30,552.7,23.26
1/18/2025 1:40,553.5,23.25
1/18/2025 1:50,553.5,23.23
1/18/2025 2:00,553.9,23.22
1/18/2025 2:10,553.5,23.21
1/18/2025 2:20,553.5,23.2
1/18/2025 2:30,553.5,23.2
1/18/2025 2:40,553.9,23.2
1/18/2025 2:50,553.5,23.19
1/18/2025 3:00,554.3,23.19
1/18/2025 3:10,554.7,23.19
1/18/2025 3:20,555.9,23.17
1/18/2025 3:30,556.7,23.17
1/18/2025 3:40,554.7,23.14
1/18/2025 3:50,542,23.12
1/18/2025 4:00,539.6,23.11
1/18/2025 4:10,537.2,23.11
1/18/2025 4:20,535.3,23.1
1/18/2025 4:30,530.1,23.08
1/18/2025 4:40,528.1,23.08
1/18/2025 4:50,526.9,23.06
1/18/2025 5:00,523.3,23.05
1/18/2025 5:10,522.5,23.07
1/18/2025 5:20,526.9,23.1
1/18/2025 5:30,543.6,23.13
1/18/2025 5:40,552.4,23.11
1/18/2025 5:50,537.3,23.06
1/18/2025 6:00,528.9,23.07
1/18/2025 6:10,532.5,23.1
1/18/2025 6:20,536.1,23.1
1/18/2025 6:30,536.9,23.1
1/18/2025 6:40,536.8,23.11
1/18/2025 6:50,538.8,23.13
1/18/2025 7:00,540.8,23.12
1/18/2025 7:10,542,23.13
1/18/2025 7:20,542.8,23.13
1/18/2025 7:30,542.8,23.14
1/18/2025 7:40,543.2,23.14
1/18/2025 7:50,542.8,23.13
1/18/2025 8:00,544,23.15
1/18/2025 8:10,545.2,23.16
1/18/2025 8:20,544,23.16
1/18/2025 8:30,543.2,23.16
1/18/2025 8:40,544.4,23.2
1/18/2025 8:50,545.9,23.22
1/18/2025 9:00,546.7,23.24
1/18/2025 9:10,545.9,23.3
1/18/2025 9:20,545.1,23.38
1/18/2025 9:30,548.6,23.41
1/18/2025 9:40,551.4,23.49
1/18/2025 9:50,551.7,23.55
1/18/2025 10:00,548.6,23.43
1/18/2025 10:10,539.9,23.35
1/18/2025 10:20,537.1,23.4
1/18/2025 10:30,535.5,23.38
1/18/2025 10:40,534.2,23.57
1/18/2025 10:50,534.5,23.8
1/18/2025 11:00,541.2,23.92
1/18/2025 11:10,549.8,24.12
1/18/2025 11:20,552.1,24.28
1/18/2025 11:30,552.8,24.36
1/18/2025 11:40,554,24.49
1/18/2025 11:50,547.2,24.44
1/18/2025 12:00,550.7,24.59
1/18/2025 12:10,551,24.8
1/18/2025 12:20,542.2,24.84
1/18/2025 12:30,534.7,24.79
1/18/2025 12:40,545,24.91
1/18/2025 12:50,549.7,24.99
1/18/2025 13:00,547.6,25.1
1/18/2025 13:10,557.1,25.27
1/18/2025 13:20,559.8,25.36
1/18/2025 13:30,559.7,25.51
1/18/2025 13:40,557.4,25.5
1/18/2025 13:50,556.1,25.54
1/18/2025 14:00,551,25.57
1/18/2025 14:10,550.9,25.61
1/18/2025 14:20,550.6,25.57
1/18/2025 14:30,548.6,25.51
1/18/2025 14:40,555,25.5
1/18/2025 14:50,556.1,25.53
1/18/2025 15:00,565.3,25.56
1/18/2025 15:10,567.3,25.57
1/18/2025 15:20,568.8,25.57
1/18/2025 15:30,556.9,25.54
1/18/2025 15:40,544.6,25.53
1/18/2025 15:50,540.3,25.5
1/18/2025 16:00,544.6,25.52
1/18/2025 16:10,549.4,25.48
1/18/2025 16:20,550.2,25.44
1/18/2025 16:30,548.7,25.39
1/18/2025 16:40,539.5,25.36
1/18/2025 16:50,531.2,25.33
1/18/2025 17:00,530.1,25.3
1/18/2025 17:10,537.2,25.24
1/18/2025 17:20,532.9,25.17
1/18/2025 17:30,529,25.14
1/18/2025 17:40,533.3,25.09
1/18/2025 17:50,533.8,25.03
1/18/2025 18:00,531.4,24.99
1/18/2025 18:10,531.4,24.96
1/18/2025 18:20,532.6,24.92
1/18/2025 18:30,534.7,24.89
1/18/2025 18:40,535.1,24.86
1/18/2025 18:50,537.5,24.82
1/18/2025 19:00,543.1,24.78
1/18/2025 19:10,545.5,24.72
