"Date Time, GMT-04:00","Full Range, μS/cm (LGR S/N: 20195879, SEN S/N: 20195879)","Temp, °C (LGR S/N: 20195879, SEN S/N: 20195879)"
7/21/2024 13:20,469.1,28.07
7/21/2024 13:30,466.4,28.1
7/21/2024 13:40,460.8,28.14
7/21/2024 13:50,460,28.15
7/21/2024 14:00,458.8,28.17
7/21/2024 14:10,459.2,28.15
7/21/2024 14:20,457.6,28.14
7/21/2024 14:30,457.2,28.13
7/21/2024 14:40,455.6,28.17
7/21/2024 14:50,454.4,28.19
7/21/2024 15:00,452.9,28.2
7/21/2024 15:10,446.9,28.23
7/21/2024 15:20,442.9,28.26
7/21/2024 15:30,443.4,28.22
7/21/2024 15:40,442.6,28.25
7/21/2024 15:50,439,28.25
7/21/2024 16:00,438.6,28.23
7/21/2024 16:10,437.8,28.23
7/21/2024 16:20,440.6,28.19
7/21/2024 16:30,439.8,28.15
7/21/2024 16:40,438.6,28.15
7/21/2024 16:50,438.3,28.13
7/21/2024 17:00,439.1,28.1
7/21/2024 17:10,439.9,28.04
7/21/2024 17:20,439.9,27.97
7/21/2024 17:30,443.9,27.98
7/21/2024 17:40,443.1,27.93
7/21/2024 17:50,441.5,27.91
7/21/2024 18:00,440.4,27.85
7/21/2024 18:10,444.7,27.83
7/21/2024 18:20,446.7,27.78
7/21/2024 18:30,449.5,27.76
7/21/2024 18:40,452.7,27.74
7/21/2024 18:50,463.4,27.68
7/21/2024 19:00,459.1,27.65
7/21/2024 19:10,462.6,27.6
7/21/2024 19:20,466.6,27.59
7/21/2024 19:30,468.2,27.53
7/21/2024 19:40,467.5,27.46
7/21/2024 19:50,471,27.45
7/21/2024 20:00,475.4,27.43
7/21/2024 20:10,478.2,27.39
7/21/2024 20:20,477.4,27.36
7/21/2024 20:30,475.9,27.31
7/21/2024 20:40,477.9,27.3
7/21/2024 20:50,483,27.24
7/21/2024 21:00,485.4,27.23
7/21/2024 21:10,485.4,27.2
7/21/2024 21:20,482.3,27.16
7/21/2024 21:30,482.7,27.14
7/21/2024 21:40,484.7,27.12
7/21/2024 21:50,484.7,27.07
7/21/2024 22:00,484.7,27.07
7/21/2024 22:10,494.2,27.02
7/21/2024 22:20,499,26.98
7/21/2024 22:30,501.8,26.94
7/21/2024 22:40,501.4,26.95
7/21/2024 22:50,501,26.92
7/21/2024 23:00,501.5,26.91
7/21/2024 23:10,501.1,26.87
7/21/2024 23:20,501.5,26.86
7/21/2024 23:30,490.8,26.83
7/21/2024 23:40,447.2,26.8
7/21/2024 23:50,448,26.76
7/22/2024 0:00,454,26.75
7/22/2024 0:10,456.7,26.71
7/22/2024 0:20,454.4,26.69
7/22/2024 0:30,449.2,26.69
7/22/2024 0:40,447.3,26.67
7/22/2024 0:50,443.7,26.64
7/22/2024 1:00,440.9,26.62
7/22/2024 1:10,448.1,26.64
7/22/2024 1:20,450,26.64
7/22/2024 1:30,448.9,26.63
7/22/2024 1:40,444.5,26.6
7/22/2024 1:50,446.9,26.62
7/22/2024 2:00,447.3,26.57
7/22/2024 2:10,454.4,26.59
7/22/2024 2:20,450.5,26.55
7/22/2024 2:30,440.2,26.53
7/22/2024 2:40,440.6,26.53
7/22/2024 2:50,445.3,26.53
7/22/2024 3:00,450.9,26.56
7/22/2024 3:10,454,26.55
7/22/2024 3:20,450.9,26.54
7/22/2024 3:30,454.1,26.53
7/22/2024 3:40,451.7,26.53
7/22/2024 3:50,451.3,26.52
7/22/2024 4:00,446.1,26.49
7/22/2024 4:10,443.8,26.48
7/22/2024 4:20,444.2,26.48
7/22/2024 4:30,443,26.47
7/22/2024 4:40,441.8,26.46
7/22/2024 4:50,441.8,26.46
7/22/2024 5:00,439.4,26.45
7/22/2024 5:10,439.1,26.42
7/22/2024 5:20,438.3,26.41
7/22/2024 5:30,437.9,26.4
7/22/2024 5:40,435.1,26.42
7/22/2024 5:50,438.3,26.41
7/22/2024 6:00,439.8,26.42
7/22/2024 6:10,440.6,26.41
7/22/2024 6:20,447.4,26.42
7/22/2024 6:30,450.5,26.41
7/22/2024 6:40,451.3,26.4
7/22/2024 6:50,447.4,26.4
7/22/2024 7:00,441.4,26.41
7/22/2024 7:10,444.2,26.41
7/22/2024 7:20,446.2,26.42
7/22/2024 7:30,447.8,26.42
7/22/2024 7:40,445.8,26.42
7/22/2024 7:50,445.8,26.44
7/22/2024 8:00,445,26.45
7/22/2024 8:10,445.4,26.47
7/22/2024 8:20,444.2,26.49
7/22/2024 8:30,443.4,26.52
7/22/2024 8:40,441.4,26.54
7/22/2024 8:50,441.4,26.57
7/22/2024 9:00,440.6,26.6
7/22/2024 9:10,440.6,26.61
7/22/2024 9:20,443.3,26.63
7/22/2024 9:30,444.5,26.64
7/22/2024 9:40,444.5,26.68
7/22/2024 9:50,446.4,26.75
7/22/2024 10:00,448,26.8
7/22/2024 10:10,449.9,26.9
7/22/2024 10:20,453.5,26.97
7/22/2024 10:30,456.6,27.01
7/22/2024 10:40,462.9,27.1
7/22/2024 10:50,466.5,27.1
7/22/2024 11:00,464.8,27.17
7/22/2024 11:10,464.8,27.21
7/22/2024 11:20,472.3,27.37
7/22/2024 11:30,472.6,27.51
7/22/2024 11:40,473.8,27.53
7/22/2024 11:50,473.3,27.66
7/22/2024 12:00,472.8,27.83
7/22/2024 12:10,474,27.96
7/22/2024 12:20,477.1,28.02
7/22/2024 12:30,478.2,28.1
7/22/2024 12:40,478.6,28.15
7/22/2024 12:50,480.5,28.3
7/22/2024 13:00,481.6,28.41
7/22/2024 13:10,481.6,28.43
7/22/2024 13:20,482,28.53
7/22/2024 13:30,478.4,28.59
7/22/2024 13:40,480.7,28.77
7/22/2024 13:50,483.8,28.87
7/22/2024 14:00,483.4,28.88
7/22/2024 14:10,482.2,28.89
7/22/2024 14:20,479,28.97
7/22/2024 14:30,479.4,28.94
7/22/2024 14:40,477.4,28.9
7/22/2024 14:50,476.3,28.78
7/22/2024 15:00,476.4,28.68
7/22/2024 15:10,475.6,28.66
7/22/2024 15:20,472.4,28.64
7/22/2024 15:30,467.7,28.64
7/22/2024 15:40,464.9,28.63
7/22/2024 15:50,462.5,28.63
7/22/2024 16:00,461.3,28.64
7/22/2024 16:10,459.4,28.65
7/22/2024 16:20,459.4,28.64
7/22/2024 16:30,458.6,28.6
7/22/2024 16:40,459,28.57
7/22/2024 16:50,459,28.55
7/22/2024 17:00,457.5,28.5
7/22/2024 17:10,457.1,28.48
7/22/2024 17:20,456.7,28.45
7/22/2024 17:30,455.1,28.41
7/22/2024 17:40,456.7,28.35
7/22/2024 17:50,457.6,28.29
7/22/2024 18:00,458.4,28.25
7/22/2024 18:10,458.4,28.21
7/22/2024 18:20,461.6,28.18
7/22/2024 18:30,465.6,28.12
7/22/2024 18:40,466.4,28.08
7/22/2024 18:50,467.2,28.02
7/22/2024 19:00,468,27.99
7/22/2024 19:10,473.6,27.96
7/22/2024 19:20,476.8,27.9
7/22/2024 19:30,478,27.85
7/22/2024 19:40,480.8,27.8
7/22/2024 19:50,480.8,27.77
7/22/2024 20:00,481.6,27.74
7/22/2024 20:10,483.6,27.68
7/22/2024 20:20,482.8,27.62
7/22/2024 20:30,482.1,27.59
7/22/2024 20:40,483.3,27.55
7/22/2024 20:50,483.7,27.51
7/22/2024 21:00,483.3,27.49
7/22/2024 21:10,482.1,27.45
7/22/2024 21:20,483.3,27.43
7/22/2024 21:30,484.5,27.39
7/22/2024 21:40,484.2,27.34
7/22/2024 21:50,483.4,27.29
7/22/2024 22:00,479.1,27.27
7/22/2024 22:10,476.3,27.24
7/22/2024 22:20,475.9,27.21
7/22/2024 22:30,476.7,27.16
7/22/2024 22:40,477.5,27.15
7/22/2024 22:50,479.5,27.13
7/22/2024 23:00,480.3,27.13
7/22/2024 23:10,482.3,27.13
7/22/2024 23:20,484.3,27.12
7/22/2024 23:30,486.3,27.12
7/22/2024 23:40,487.9,27.09
7/22/2024 23:50,487.9,27.05
7/23/2024 0:00,486.7,27.02
7/23/2024 0:10,487.1,27.02
7/23/2024 0:20,487.9,27
7/23/2024 0:30,489.9,26.99
7/23/2024 0:40,510.5,26.98
7/23/2024 0:50,514.1,26.97
7/23/2024 1:00,514.5,26.94
7/23/2024 1:10,514.1,26.92
7/23/2024 1:20,514.1,26.92
7/23/2024 1:30,508.6,26.9
7/23/2024 1:40,505,26.89
7/23/2024 1:50,506.6,26.86
7/23/2024 2:00,497.9,26.85
7/23/2024 2:10,503.1,26.83
7/23/2024 2:20,503.5,26.8
7/23/2024 2:30,502.3,26.79
7/23/2024 2:40,492,26.76
7/23/2024 2:50,478.5,26.76
7/23/2024 3:00,484.9,26.75
7/23/2024 3:10,490.4,26.74
7/23/2024 3:20,476.2,26.7
7/23/2024 3:30,474.2,26.69
7/23/2024 3:40,475.4,26.68
7/23/2024 3:50,473,26.65
7/23/2024 4:00,470.7,26.63
7/23/2024 4:10,468.3,26.63
7/23/2024 4:20,469.1,26.62
7/23/2024 4:30,471.5,26.61
7/23/2024 4:40,468.3,26.61
7/23/2024 4:50,472.7,26.6
7/23/2024 5:00,468.7,26.57
7/23/2024 5:10,470.3,26.56
7/23/2024 5:20,462,26.56
7/23/2024 5:30,462.8,26.54
7/23/2024 5:40,461.6,26.54
7/23/2024 5:50,461.6,26.54
7/23/2024 6:00,464.8,26.53
7/23/2024 6:10,467.9,26.53
7/23/2024 6:20,468.7,26.5
7/23/2024 6:30,467.5,26.5
7/23/2024 6:40,462,26.5
7/23/2024 6:50,459.2,26.49
7/23/2024 7:00,461.6,26.49
7/23/2024 7:10,466,26.49
7/23/2024 7:20,467.9,26.5
7/23/2024 7:30,468.4,26.48
7/23/2024 7:40,467.1,26.5
7/23/2024 7:50,466.4,26.52
7/23/2024 8:00,460.8,26.53
7/23/2024 8:10,459.2,26.52
7/23/2024 8:20,458.4,26.54
7/23/2024 8:30,457.2,26.55
7/23/2024 8:40,458,26.59
7/23/2024 8:50,456.8,26.61
7/23/2024 9:00,456.4,26.64
7/23/2024 9:10,456.4,26.69
7/23/2024 9:20,454.8,26.74
7/23/2024 9:30,454.7,26.8
7/23/2024 9:40,455.1,26.85
7/23/2024 9:50,456.2,26.93
7/23/2024 10:00,456.2,26.99
7/23/2024 10:10,458.2,27
7/23/2024 10:20,464.1,27.1
7/23/2024 10:30,468,27.19
7/23/2024 10:40,469.9,27.28
7/23/2024 10:50,472.6,27.44
7/23/2024 11:00,476.6,27.47
7/23/2024 11:10,478.9,27.55
7/23/2024 11:20,486.3,27.74
7/23/2024 11:30,484.8,27.74
7/23/2024 11:40,487.4,27.96
7/23/2024 11:50,491.3,28.06
7/23/2024 12:00,492.4,28.27
7/23/2024 12:10,489.2,28.38
7/23/2024 12:20,490,28.4
7/23/2024 12:30,491,28.6
7/23/2024 12:40,487.9,28.53
7/23/2024 12:50,487.1,28.49
7/23/2024 13:00,486,28.44
7/23/2024 13:10,489,28.67
7/23/2024 13:20,491.4,28.73
7/23/2024 13:30,491.7,28.92
7/23/2024 13:40,492.8,29.03
7/23/2024 13:50,493.9,29.17
7/23/2024 14:00,492.3,29.18
7/23/2024 14:10,490,29.13
7/23/2024 14:20,493.2,29.03
7/23/2024 14:30,494,29.09
7/23/2024 14:40,494,29.11
7/23/2024 14:50,493.9,29.15
7/23/2024 15:00,490.8,29.13
7/23/2024 15:10,488.8,29.17
7/23/2024 15:20,486,29.23
7/23/2024 15:30,482.1,29.15
7/23/2024 15:40,481.3,29.11
7/23/2024 15:50,479,29.03
7/23/2024 16:00,479,29.01
7/23/2024 16:10,480.6,28.98
7/23/2024 16:20,480.2,28.93
7/23/2024 16:30,482.6,28.88
7/23/2024 16:40,483,28.93
7/23/2024 16:50,479.4,28.9
7/23/2024 17:00,477,28.9
7/23/2024 17:10,474.7,28.83
7/23/2024 17:20,474.7,28.79
7/23/2024 17:30,477.9,28.75
7/23/2024 17:40,476,28.68
7/23/2024 17:50,475.6,28.64
7/23/2024 18:00,474.8,28.59
7/23/2024 18:10,473.3,28.55
7/23/2024 18:20,472.9,28.49
7/23/2024 18:30,472.1,28.42
7/23/2024 18:40,474.1,28.41
7/23/2024 18:50,474.2,28.34
7/23/2024 19:00,474.6,28.28
7/23/2024 19:10,476.2,28.27
7/23/2024 19:20,477.8,28.2
7/23/2024 19:30,479,28.15
7/23/2024 19:40,480.2,28.11
7/23/2024 19:50,481.8,28.05
7/23/2024 20:00,482.6,28.02
7/23/2024 20:10,484.2,27.97
7/23/2024 20:20,486.2,27.93
7/23/2024 20:30,487.1,27.89
7/23/2024 20:40,487.1,27.83
7/23/2024 20:50,485.9,27.8
7/23/2024 21:00,484.4,27.74
7/23/2024 21:10,483.2,27.69
7/23/2024 21:20,482.8,27.67
7/23/2024 21:30,482.8,27.65
7/23/2024 21:40,482.8,27.64
7/23/2024 21:50,481.7,27.59
7/23/2024 22:00,481.7,27.57
7/23/2024 22:10,480.9,27.52
7/23/2024 22:20,480.1,27.46
7/23/2024 22:30,480.6,27.43
7/23/2024 22:40,480.6,27.37
7/23/2024 22:50,481,27.31
7/23/2024 23:00,480.3,27.25
7/23/2024 23:10,480.3,27.24
7/23/2024 23:20,480.3,27.21
7/23/2024 23:30,480.3,27.21
7/23/2024 23:40,481.1,27.15
7/23/2024 23:50,480.7,27.14
7/24/2024 0:00,480.3,27.13
7/24/2024 0:10,481.1,27.09
7/24/2024 0:20,482.3,27.07
7/24/2024 0:30,482.7,27.05
7/24/2024 0:40,483.1,27.07
7/24/2024 0:50,483.1,27.04
7/24/2024 1:00,484,26.99
7/24/2024 1:10,484.4,26.98
7/24/2024 1:20,485.2,26.97
7/24/2024 1:30,486.4,26.94
7/24/2024 1:40,487.2,26.92
7/24/2024 1:50,489.9,26.92
7/24/2024 2:00,490.8,26.89
7/24/2024 2:10,492,26.86
7/24/2024 2:20,494.3,26.85
7/24/2024 2:30,496.3,26.84
7/24/2024 2:40,497.5,26.83
7/24/2024 2:50,497.9,26.82
7/24/2024 3:00,498.7,26.83
7/24/2024 3:10,500.3,26.79
7/24/2024 3:20,502.3,26.79
7/24/2024 3:30,505.5,26.77
7/24/2024 3:40,510.3,26.77
7/24/2024 3:50,515.4,26.76
7/24/2024 4:00,516.6,26.72
7/24/2024 4:10,518.2,26.71
7/24/2024 4:20,519.8,26.71
7/24/2024 4:30,522.6,26.71
7/24/2024 4:40,524.2,26.69
7/24/2024 4:50,524.6,26.67
7/24/2024 5:00,522.3,26.62
7/24/2024 5:10,518.3,26.62
7/24/2024 5:20,513.1,26.61
7/24/2024 5:30,509.5,26.62
7/24/2024 5:40,502,26.59
7/24/2024 5:50,500.4,26.56
7/24/2024 6:00,499.3,26.56
7/24/2024 6:10,497.3,26.55
7/24/2024 6:20,494.5,26.53
7/24/2024 6:30,494.9,26.49
7/24/2024 6:40,494.9,26.5
7/24/2024 6:50,495.7,26.46
7/24/2024 7:00,496.5,26.46
7/24/2024 7:10,498.5,26.48
7/24/2024 7:20,500.1,26.48
7/24/2024 7:30,501.7,26.48
7/24/2024 7:40,503.7,26.49
7/24/2024 7:50,504.8,26.52
7/24/2024 8:00,503.6,26.54
7/24/2024 8:10,502.4,26.56
7/24/2024 8:20,502.8,26.56
7/24/2024 8:30,503.6,26.54
7/24/2024 8:40,500.5,26.55
7/24/2024 8:50,496.1,26.59
7/24/2024 9:00,493.3,26.62
7/24/2024 9:10,489.3,26.64
7/24/2024 9:20,481.3,26.69
7/24/2024 9:30,478.5,26.72
7/24/2024 9:40,478.1,26.75
7/24/2024 9:50,478.1,26.83
7/24/2024 10:00,478.4,26.91
7/24/2024 10:10,478,27
7/24/2024 10:20,478.4,27.07
7/24/2024 10:30,483.1,27.05
7/24/2024 10:40,490.7,27.07
7/24/2024 10:50,498.2,27.05
7/24/2024 11:00,500.2,27.05
7/24/2024 11:10,502.1,27.24
7/24/2024 11:20,504.7,27.51
7/24/2024 11:30,506.9,27.84
7/24/2024 11:40,506.4,28.03
7/24/2024 11:50,505.4,27.6
7/24/2024 12:00,509.8,27.68
7/24/2024 12:10,515.1,28.1
7/24/2024 12:20,448.9,28.11
7/24/2024 12:30,390.8,28.19
7/24/2024 12:40,514.1,27.83
7/24/2024 12:50,514.8,27.92
7/24/2024 13:00,502.8,28.02
7/24/2024 13:10,500.8,28.11
7/24/2024 13:20,506.3,28.22
7/24/2024 13:30,505.9,28.3
7/24/2024 13:40,506.6,28.48
7/24/2024 13:50,508.1,28.53
7/24/2024 14:00,508.9,28.63
7/24/2024 14:10,505.6,28.71
7/24/2024 14:20,509.2,28.75
7/24/2024 14:30,513.9,28.82
7/24/2024 14:40,512.3,28.95
7/24/2024 14:50,510.3,28.96
7/24/2024 15:00,511.5,28.95
7/24/2024 15:10,513.8,28.96
7/24/2024 15:20,512.2,28.98
7/24/2024 15:30,509.5,28.93
7/24/2024 15:40,508.3,28.89
7/24/2024 15:50,510.7,28.85
7/24/2024 16:00,502.7,28.95
7/24/2024 16:10,502.7,28.97
7/24/2024 16:20,502,28.95
7/24/2024 16:30,499.2,28.88
7/24/2024 16:40,500,28.89
7/24/2024 16:50,499.2,28.88
7/24/2024 17:00,496.8,28.87
7/24/2024 17:10,494.5,28.82
7/24/2024 17:20,494.1,28.78
7/24/2024 17:30,492.6,28.75
7/24/2024 17:40,496.2,28.65
7/24/2024 17:50,495.4,28.58
7/24/2024 18:00,498.2,28.53
7/24/2024 18:10,499.8,28.47
7/24/2024 18:20,499.4,28.49
7/24/2024 18:30,497.5,28.48
7/24/2024 18:40,495.5,28.45
7/24/2024 18:50,493.9,28.44
7/24/2024 19:00,491.5,28.41
7/24/2024 19:10,491.6,28.37
7/24/2024 19:20,493.6,28.32
7/24/2024 19:30,494.8,28.29
7/24/2024 19:40,493.2,28.26
7/24/2024 19:50,493.6,28.21
7/24/2024 20:00,493.6,28.18
7/24/2024 20:10,495.6,28.15
7/24/2024 20:20,497.2,28.12
7/24/2024 20:30,498.5,28.07
7/24/2024 20:40,498.9,28.05
7/24/2024 20:50,500.1,28.02
7/24/2024 21:00,501.3,27.98
7/24/2024 21:10,501.7,27.93
7/24/2024 21:20,502.1,27.9
7/24/2024 21:30,503.7,27.85
7/24/2024 21:40,503.7,27.82
7/24/2024 21:50,507.3,27.8
7/24/2024 22:00,507.4,27.75
7/24/2024 22:10,507,27.72
7/24/2024 22:20,506.2,27.68
7/24/2024 22:30,505.4,27.65
7/24/2024 22:40,505.8,27.61
7/24/2024 22:50,504.3,27.58
7/24/2024 23:00,503.1,27.54
7/24/2024 23:10,502.3,27.51
7/24/2024 23:20,503.5,27.49
7/24/2024 23:30,505.1,27.46
7/24/2024 23:40,505.9,27.44
7/24/2024 23:50,506.7,27.43
7/25/2024 0:00,506.4,27.38
7/25/2024 0:10,505.6,27.35
7/25/2024 0:20,504,27.31
7/25/2024 0:30,503.6,27.3
7/25/2024 0:40,505.6,27.29
7/25/2024 0:50,510,27.28
7/25/2024 1:00,511.6,27.25
7/25/2024 1:10,512,27.23
7/25/2024 1:20,513.6,27.21
7/25/2024 1:30,513.2,27.19
7/25/2024 1:40,513.2,27.16
7/25/2024 1:50,514.8,27.14
7/25/2024 2:00,513.6,27.12
7/25/2024 2:10,512.9,27.1
7/25/2024 2:20,516.4,27.1
7/25/2024 2:30,516.1,27.07
7/25/2024 2:40,515.3,27.07
7/25/2024 2:50,524,27.07
7/25/2024 3:00,525.2,27.04
7/25/2024 3:10,524.8,27.02
7/25/2024 3:20,524,27
7/25/2024 3:30,522.8,26.99
7/25/2024 3:40,520.5,26.98
7/25/2024 3:50,524.8,26.98
7/25/2024 4:00,525.6,26.97
7/25/2024 4:10,526,26.97
7/25/2024 4:20,527.6,26.94
7/25/2024 4:30,527.2,26.93
7/25/2024 4:40,528.4,26.93
7/25/2024 4:50,532,26.92
7/25/2024 5:00,540,26.92
7/25/2024 5:10,540,26.91
7/25/2024 5:20,539.6,26.9
7/25/2024 5:30,538,26.87
7/25/2024 5:40,535.6,26.86
7/25/2024 5:50,534.4,26.85
7/25/2024 6:00,532.1,26.84
7/25/2024 6:10,534.5,26.84
7/25/2024 6:20,535.7,26.83
7/25/2024 6:30,534.5,26.82
7/25/2024 6:40,531.3,26.8
7/25/2024 6:50,530.9,26.79
7/25/2024 7:00,529.3,26.79
7/25/2024 7:10,532.5,26.79
7/25/2024 7:20,532.5,26.79
7/25/2024 7:30,529.3,26.79
7/25/2024 7:40,528.1,26.78
7/25/2024 7:50,509.9,26.75
7/25/2024 8:00,503.9,26.77
7/25/2024 8:10,512.2,26.79
7/25/2024 8:20,509.1,26.79
7/25/2024 8:30,499.5,26.8
7/25/2024 8:40,505.9,26.83
7/25/2024 8:50,505.5,26.85
7/25/2024 9:00,499.5,26.89
7/25/2024 9:10,505.8,26.92
7/25/2024 9:20,516.1,26.97
7/25/2024 9:30,518.5,27.01
7/25/2024 9:40,519.7,27.02
7/25/2024 9:50,516.1,27.06
7/25/2024 10:00,513.7,27.1
7/25/2024 10:10,516,27.17
7/25/2024 10:20,523.5,27.27
7/25/2024 10:30,525.4,27.31
7/25/2024 10:40,527,27.37
7/25/2024 10:50,530.1,27.47
7/25/2024 11:00,524.1,27.52
7/25/2024 11:10,528.1,27.59
7/25/2024 11:20,537.2,27.62
7/25/2024 11:30,533.6,27.73
7/25/2024 11:40,528,27.76
7/25/2024 11:50,528.7,27.81
7/25/2024 12:00,537.8,27.87
7/25/2024 12:10,537.4,27.95
7/25/2024 12:20,531.4,27.95
7/25/2024 12:30,535.3,28.08
7/25/2024 12:40,535.7,28.11
7/25/2024 12:50,537.6,28.22
7/25/2024 13:00,530.9,28.28
7/25/2024 13:10,531.2,28.33
7/25/2024 13:20,530.8,28.42
7/25/2024 13:30,531.5,28.49
7/25/2024 13:40,528.3,28.6
7/25/2024 13:50,527.5,28.66
7/25/2024 14:00,527.1,28.65
7/25/2024 14:10,528.6,28.73
7/25/2024 14:20,528.2,28.74
7/25/2024 14:30,527.4,28.81
7/25/2024 14:40,526.2,28.82
7/25/2024 14:50,524.2,28.86
7/25/2024 15:00,528.2,28.81
7/25/2024 15:10,528.5,28.88
7/25/2024 15:20,527.3,28.9
7/25/2024 15:30,524.5,28.95
7/25/2024 15:40,523.7,28.96
7/25/2024 15:50,523,28.95
7/25/2024 16:00,524.5,29.03
7/25/2024 16:10,525.3,29
7/25/2024 16:20,521,28.97
7/25/2024 16:30,518.6,29
7/25/2024 16:40,518.6,29
7/25/2024 16:50,519,28.96
7/25/2024 17:00,519.8,28.92
7/25/2024 17:10,518.2,28.94
