            Unix Timestamp,               UTC_Date_&_Time,Timestamp,       Battery,Temp_C,DO_mgL,DO_perc,             Q
1721546760,           2024-07-21 07:26:00,           2024-07-21 03:26:00,3.5,30.733,7.346,98.418768,0.914
1721547360,           2024-07-21 07:36:00,           2024-07-21 03:36:00,3.5,30.646,7.365,98.52644,0.914
1721547960,           2024-07-21 07:46:00,           2024-07-21 03:46:00,3.5,30.551,7.376,98.513048,0.914
1721548560,           2024-07-21 07:56:00,           2024-07-21 03:56:00,3.5,30.456,7.368,98.245915,0.913
1721549160,           2024-07-21 08:06:00,           2024-07-21 04:06:00,3.51,30.361,7.393,98.418525,0.914
1721549760,           2024-07-21 08:16:00,           2024-07-21 04:16:00,3.51,30.266,7.407,98.443937,0.914
1721550360,           2024-07-21 08:26:00,           2024-07-21 04:26:00,3.51,30.145,7.416,98.358412,0.914
1721550960,           2024-07-21 08:36:00,           2024-07-21 04:36:00,3.51,30.041,7.434,98.420509,0.915
1721551560,           2024-07-21 08:46:00,           2024-07-21 04:46:00,3.51,29.92,7.443,98.334029,0.914
1721552160,           2024-07-21 08:56:00,           2024-07-21 04:56:00,3.51,29.817,7.465,98.449232,0.915
1721552760,           2024-07-21 09:06:00,           2024-07-21 05:06:00,3.5,29.705,7.474,98.377022,0.915
1721553360,           2024-07-21 09:16:00,           2024-07-21 05:16:00,3.5,29.576,7.481,98.249217,0.914
1721553960,           2024-07-21 09:26:00,           2024-07-21 05:26:00,3.51,29.447,7.497,98.239085,0.914
1721554560,           2024-07-21 09:36:00,           2024-07-21 05:36:00,3.51,29.327,7.525,98.400466,0.915
1721555160,           2024-07-21 09:46:00,           2024-07-21 05:46:00,3.51,29.241,7.521,98.201025,0.914
1721555760,           2024-07-21 09:56:00,           2024-07-21 05:56:00,3.51,29.129,7.54,98.257104,0.915
1721556360,           2024-07-21 10:06:00,           2024-07-21 06:06:00,3.51,29.009,7.552,98.207561,0.914
1721556960,           2024-07-21 10:16:00,           2024-07-21 06:16:00,3.51,28.915,7.555,98.085294,0.914
1721557560,           2024-07-21 10:26:00,           2024-07-21 06:26:00,3.51,28.803,7.573,98.126465,0.914
1721558160,           2024-07-21 10:36:00,           2024-07-21 06:36:00,3.51,28.709,7.589,98.171948,0.915
1721558760,           2024-07-21 10:46:00,           2024-07-21 06:46:00,3.51,28.615,7.592,98.048934,0.914
1721559360,           2024-07-21 10:56:00,           2024-07-21 06:56:00,3.51,28.555,7.597,98.010189,0.915
1721559960,           2024-07-21 11:06:00,           2024-07-21 07:06:00,3.51,28.47,7.619,98.147275,0.915
1721560560,           2024-07-21 11:16:00,           2024-07-21 07:16:00,3.51,28.444,7.604,97.909263,0.914
1721561160,           2024-07-21 11:26:00,           2024-07-21 07:26:00,3.51,28.436,7.605,97.908358,0.914
1721561760,           2024-07-21 11:36:00,           2024-07-21 07:36:00,3.51,28.419,7.61,97.943429,0.914
1721562360,           2024-07-21 11:46:00,           2024-07-21 07:46:00,3.51,28.453,7.6,97.873252,0.914
1721562960,           2024-07-21 11:56:00,           2024-07-21 07:56:00,3.5,28.513,7.588,97.821859,0.914
1721563560,           2024-07-21 12:06:00,           2024-07-21 08:06:00,3.5,28.598,7.568,97.709814,0.914
1721564160,           2024-07-21 12:16:00,           2024-07-21 08:16:00,3.51,28.692,7.557,97.728857,0.914
1721564760,           2024-07-21 12:26:00,           2024-07-21 08:26:00,3.51,28.803,7.537,97.659998,0.914
1721565360,           2024-07-21 12:36:00,           2024-07-21 08:36:00,3.51,28.966,7.515,97.65301,0.914
1721565960,           2024-07-21 12:46:00,           2024-07-21 08:46:00,3.51,29.103,7.487,97.522195,0.914
1721566560,           2024-07-21 12:56:00,           2024-07-21 08:56:00,3.51,29.318,7.456,97.482922,0.914
1721567160,           2024-07-21 13:06:00,           2024-07-21 09:06:00,3.5,29.541,7.425,97.454557,0.914
1721567760,           2024-07-21 13:16:00,           2024-07-21 09:16:00,3.5,29.731,7.389,97.302006,0.913
1721568360,           2024-07-21 13:26:00,           2024-07-21 09:26:00,3.51,29.981,7.367,97.432538,0.914
1721568960,           2024-07-21 13:36:00,           2024-07-21 09:36:00,3.51,30.231,7.334,97.415022,0.914
1721569560,           2024-07-21 13:46:00,           2024-07-21 09:46:00,3.5,30.542,7.274,97.135752,0.913
1721570160,           2024-07-21 13:56:00,           2024-07-21 09:56:00,3.5,30.88,7.233,97.148738,0.913
1721570760,           2024-07-21 14:06:00,           2024-07-21 10:06:00,3.51,31.21,7.189,97.10271,0.913
1721571360,           2024-07-21 14:16:00,           2024-07-21 10:16:00,3.5,31.55,7.134,96.918094,0.912
1721571960,           2024-07-21 14:26:00,           2024-07-21 10:26:00,3.5,31.89,7.1,97.012954,0.912
1721572560,           2024-07-21 14:36:00,           2024-07-21 10:36:00,3.5,32.276,7.051,96.972572,0.912
1721573160,           2024-07-21 14:46:00,           2024-07-21 10:46:00,3.5,32.723,6.986,96.8024,0.911
1721573760,           2024-07-21 14:56:00,           2024-07-21 10:56:00,3.5,33.199,6.922,96.681571,0.91
1721574360,           2024-07-21 15:06:00,           2024-07-21 11:06:00,3.5,33.561,6.897,96.914482,0.909
1721574960,           2024-07-21 15:16:00,           2024-07-21 11:16:00,3.5,33.588,6.963,97.885783,0.91
1721575560,           2024-07-21 15:26:00,           2024-07-21 11:26:00,3.5,33.623,6.986,98.266212,0.909
1721576160,           2024-07-21 15:36:00,           2024-07-21 11:36:00,3.5,33.756,6.966,98.201358,0.91
1721576760,           2024-07-21 15:46:00,           2024-07-21 11:46:00,3.5,33.773,6.955,98.073928,0.909
1721577360,           2024-07-21 15:56:00,           2024-07-21 11:56:00,3.5,33.836,6.969,98.374011,0.909
1721577960,           2024-07-21 16:06:00,           2024-07-21 12:06:00,3.5,33.163,4.669,65.174136,0.909
1721578560,           2024-07-21 16:16:00,           2024-07-21 12:16:00,3.51,28.641,0.998,12.894823,0.915
1721579160,           2024-07-21 16:26:00,           2024-07-21 12:26:00,3.51,28.384,1.027,13.209718,0.916
1721579760,           2024-07-21 16:36:00,           2024-07-21 12:36:00,3.51,28.35,1.088,13.985951,0.916
1721580360,           2024-07-21 16:46:00,           2024-07-21 12:46:00,3.51,28.333,1.1,14.135974,0.916
1721580960,           2024-07-21 16:56:00,           2024-07-21 12:56:00,3.51,28.367,1.137,14.620209,0.916
1721581560,           2024-07-21 17:06:00,           2024-07-21 13:06:00,3.5,28.436,1.225,15.770906,0.917
1721582160,           2024-07-21 17:16:00,           2024-07-21 13:16:00,3.5,28.521,1.21,15.601093,0.917
1721582760,           2024-07-21 17:26:00,           2024-07-21 13:26:00,3.5,28.513,1.158,14.928534,0.916
1721583360,           2024-07-21 17:36:00,           2024-07-21 13:36:00,3.5,28.547,1.214,15.659819,0.917
1721583960,           2024-07-21 17:46:00,           2024-07-21 13:46:00,3.5,28.564,1.203,15.522561,0.916
1721584560,           2024-07-21 17:56:00,           2024-07-21 13:56:00,3.5,28.581,1.168,15.075449,0.916
1721585160,           2024-07-21 18:06:00,           2024-07-21 14:06:00,3.5,28.615,1.236,15.962656,0.917
1721585760,           2024-07-21 18:16:00,           2024-07-21 14:16:00,3.5,28.632,1.153,14.895174,0.916
1721586360,           2024-07-21 18:26:00,           2024-07-21 14:26:00,3.51,28.692,1.14,14.742741,0.916
1721586960,           2024-07-21 18:36:00,           2024-07-21 14:36:00,3.51,28.701,1.192,15.41765,0.916
1721587560,           2024-07-21 18:46:00,           2024-07-21 14:46:00,3.51,28.735,1.193,15.439785,0.916
1721588160,           2024-07-21 18:56:00,           2024-07-21 14:56:00,3.51,28.761,1.279,16.560339,0.917
1721588760,           2024-07-21 19:06:00,           2024-07-21 15:06:00,3.51,28.795,1.213,15.715136,0.916
1721589360,           2024-07-21 19:16:00,           2024-07-21 15:16:00,3.51,28.803,1.165,15.095383,0.916
1721589960,           2024-07-21 19:26:00,           2024-07-21 15:26:00,3.51,28.812,1.189,15.408789,0.916
1721590560,           2024-07-21 19:36:00,           2024-07-21 15:36:00,3.51,28.829,1.192,15.452266,0.916
1721591160,           2024-07-21 19:46:00,           2024-07-21 15:46:00,3.51,28.821,1.183,15.333448,0.916
1721591760,           2024-07-21 19:56:00,           2024-07-21 15:56:00,3.51,28.803,1.086,14.071747,0.915
1721592360,           2024-07-21 20:06:00,           2024-07-21 16:06:00,3.51,28.821,1.085,14.063222,0.915
1721592960,           2024-07-21 20:16:00,           2024-07-21 16:16:00,3.51,28.821,1.089,14.115068,0.915
1721593560,           2024-07-21 20:26:00,           2024-07-21 16:26:00,3.51,28.821,1.11,14.387259,0.916
1721594160,           2024-07-21 20:36:00,           2024-07-21 16:36:00,3.51,28.769,1.131,14.646106,0.916
1721594760,           2024-07-21 20:46:00,           2024-07-21 16:46:00,3.51,28.778,1.104,14.298718,0.915
1721595360,           2024-07-21 20:56:00,           2024-07-21 16:56:00,3.51,28.752,1.16,15.017173,0.916
1721595960,           2024-07-21 21:06:00,           2024-07-21 17:06:00,3.51,28.735,1.068,13.822037,0.915
1721596560,           2024-07-21 21:16:00,           2024-07-21 17:16:00,3.51,28.726,1.022,13.224619,0.915
1721597160,           2024-07-21 21:26:00,           2024-07-21 17:26:00,3.51,28.701,1.073,13.878472,0.915
1721597760,           2024-07-21 21:36:00,           2024-07-21 17:36:00,3.51,28.684,1.079,13.951918,0.915
1721598360,           2024-07-21 21:46:00,           2024-07-21 17:46:00,3.5,28.658,1,12.924519,0.914
1721598960,           2024-07-21 21:56:00,           2024-07-21 17:56:00,3.5,28.632,0.998,12.892787,0.914
1721599560,           2024-07-21 22:06:00,           2024-07-21 18:06:00,3.5,28.615,0.975,12.591901,0.914
1721600160,           2024-07-21 22:16:00,           2024-07-21 18:16:00,3.5,28.598,0.923,11.916776,0.914
1721600760,           2024-07-21 22:26:00,           2024-07-21 18:26:00,3.5,28.572,0.846,10.917649,0.913
1721601360,           2024-07-21 22:36:00,           2024-07-21 18:36:00,3.5,28.555,0.706,9.108226,0.911
1721601960,           2024-07-21 22:46:00,           2024-07-21 18:46:00,3.5,28.538,0.779,10.04701,0.912
1721602560,           2024-07-21 22:56:00,           2024-07-21 18:56:00,3.5,28.504,0.751,9.6801,0.911
1721603160,           2024-07-21 23:06:00,           2024-07-21 19:06:00,3.5,28.478,0.736,9.48242,0.911
1721603760,           2024-07-21 23:16:00,           2024-07-21 19:16:00,3.5,28.47,0.67,8.63088,0.91
1721604360,           2024-07-21 23:26:00,           2024-07-21 19:26:00,3.5,28.436,0.591,7.608657,0.909
1721604960,           2024-07-21 23:36:00,           2024-07-21 19:36:00,3.5,28.41,0.571,7.347811,0.908
1721605560,           2024-07-21 23:46:00,           2024-07-21 19:46:00,3.5,28.376,0.481,6.185959,0.906
1721606160,           2024-07-21 23:56:00,           2024-07-21 19:56:00,3.5,28.367,0.496,6.377857,0.907
1721606760,           2024-07-22 00:06:00,           2024-07-21 20:06:00,3.5,28.316,0.577,7.41274,0.908
1721607360,           2024-07-22 00:16:00,           2024-07-21 20:16:00,3.5,28.308,0.659,8.465004,0.91
1721607960,           2024-07-22 00:26:00,           2024-07-21 20:26:00,3.5,28.265,0.574,7.367574,0.908
1721608560,           2024-07-22 00:36:00,           2024-07-21 20:36:00,3.5,28.239,0.538,6.902331,0.908
1721609160,           2024-07-22 00:46:00,           2024-07-21 20:46:00,3.5,28.214,0.594,7.617429,0.909
1721609760,           2024-07-22 00:56:00,           2024-07-21 20:56:00,3.51,28.188,0.504,6.460308,0.907
1721610360,           2024-07-22 01:06:00,           2024-07-21 21:06:00,3.5,28.171,0.448,5.740773,0.905
1721610960,           2024-07-22 01:16:00,           2024-07-21 21:16:00,3.51,28.12,0.384,4.916234,0.904
1721611560,           2024-07-22 01:26:00,           2024-07-21 21:26:00,3.51,28.094,0.44,5.630597,0.905
1721612160,           2024-07-22 01:36:00,           2024-07-21 21:36:00,3.51,28.06,0.366,4.68082,0.903
1721612760,           2024-07-22 01:46:00,           2024-07-21 21:46:00,3.51,28.018,0.425,5.431343,0.905
1721613360,           2024-07-22 01:56:00,           2024-07-21 21:56:00,3.51,28.026,0.353,4.511848,0.903
1721613960,           2024-07-22 02:06:00,           2024-07-21 22:06:00,3.51,28.001,0.189,2.414624,0.898
1721614560,           2024-07-22 02:16:00,           2024-07-21 22:16:00,3.51,27.992,0.128,1.635041,0.896
1721615160,           2024-07-22 02:26:00,           2024-07-21 22:26:00,3.51,27.958,0.136,1.736186,0.897
1721615760,           2024-07-22 02:36:00,           2024-07-21 22:36:00,3.51,27.932,0.316,4.032222,0.902
1721616360,           2024-07-22 02:46:00,           2024-07-21 22:46:00,3.51,27.915,0.432,5.510745,0.905
1721616960,           2024-07-22 02:56:00,           2024-07-21 22:56:00,3.51,27.907,0.325,4.145228,0.903
1721617560,           2024-07-22 03:06:00,           2024-07-21 23:06:00,3.51,27.89,0.28,3.570198,0.901
1721618160,           2024-07-22 03:16:00,           2024-07-21 23:16:00,3.51,27.864,0.248,3.160719,0.9
1721618760,           2024-07-22 03:26:00,           2024-07-21 23:26:00,3.51,27.839,0.233,2.968231,0.9
1721619360,           2024-07-22 03:36:00,           2024-07-21 23:36:00,3.51,27.788,0.113,1.438227,0.896
1721619960,           2024-07-22 03:46:00,           2024-07-21 23:46:00,3.51,27.822,0.089,1.133446,0.895
1721620560,           2024-07-22 03:56:00,           2024-07-21 23:56:00,3.51,27.788,0.152,1.934606,0.898
1721621160,           2024-07-22 04:06:00,           2024-07-22 00:06:00,3.51,27.737,0.535,6.803145,0.908
1721621760,           2024-07-22 04:16:00,           2024-07-22 00:16:00,3.51,27.737,0.349,4.437939,0.903
1721622360,           2024-07-22 04:26:00,           2024-07-22 00:26:00,3.51,27.711,0.287,3.647853,0.901
1721622960,           2024-07-22 04:36:00,           2024-07-22 00:36:00,3.51,27.703,0.18,2.287527,0.898
1721623560,           2024-07-22 04:46:00,           2024-07-22 00:46:00,3.51,27.651,0.312,3.961386,0.902
1721624160,           2024-07-22 04:56:00,           2024-07-22 00:56:00,3.51,27.617,0.21,2.664707,0.899
1721624760,           2024-07-22 05:06:00,           2024-07-22 01:06:00,3.51,27.617,0.136,1.725715,0.897
1721625360,           2024-07-22 05:16:00,           2024-07-22 01:16:00,3.51,27.592,0.096,1.21761,0.896
1721625960,           2024-07-22 05:26:00,           2024-07-22 01:26:00,3.51,27.575,0.058,0.735417,0.894
1721626560,           2024-07-22 05:36:00,           2024-07-22 01:36:00,3.5,27.549,0.058,0.735077,0.895
1721627160,           2024-07-22 05:46:00,           2024-07-22 01:46:00,3.5,27.524,0.057,0.722082,0.895
1721627760,           2024-07-22 05:56:00,           2024-07-22 01:56:00,3.5,27.507,0.058,0.734528,0.895
1721628360,           2024-07-22 06:06:00,           2024-07-22 02:06:00,3.5,27.473,0.056,0.70877,0.895
1721628960,           2024-07-22 06:16:00,           2024-07-22 02:16:00,3.5,27.456,0.057,0.721208,0.895
1721629560,           2024-07-22 06:26:00,           2024-07-22 02:26:00,3.5,27.43,0.057,0.720874,0.895
1721630160,           2024-07-22 06:36:00,           2024-07-22 02:36:00,3.5,27.405,0.057,0.720553,0.895
1721630760,           2024-07-22 06:46:00,           2024-07-22 02:46:00,3.5,27.38,0.057,0.720232,0.895
1721631360,           2024-07-22 06:56:00,           2024-07-22 02:56:00,3.5,27.354,0.092,1.16194,0.896
1721631960,           2024-07-22 07:06:00,           2024-07-22 03:06:00,3.5,27.32,0.056,0.706839,0.895
1721632560,           2024-07-22 07:16:00,           2024-07-22 03:16:00,3.5,27.303,0.058,0.731861,0.895
1721633160,           2024-07-22 07:26:00,           2024-07-22 03:26:00,3.5,27.278,0.097,1.223428,0.896
1721633760,           2024-07-22 07:36:00,           2024-07-22 03:36:00,3.5,27.261,0.055,0.693486,0.895
1721634360,           2024-07-22 07:46:00,           2024-07-22 03:46:00,3.5,27.244,0.208,2.621841,0.9
1721634960,           2024-07-22 07:56:00,           2024-07-22 03:56:00,3.5,27.235,0.141,1.77702,0.898
1721635560,           2024-07-22 08:06:00,           2024-07-22 04:06:00,3.5,27.218,0.06,0.755949,0.895
1721636160,           2024-07-22 08:16:00,           2024-07-22 04:16:00,3.5,27.193,0.058,0.730424,0.895
1721636760,           2024-07-22 08:26:00,           2024-07-22 04:26:00,3.5,27.184,0.06,0.75549,0.895
1721637360,           2024-07-22 08:36:00,           2024-07-22 04:36:00,3.5,27.15,0.059,0.742447,0.895
1721637960,           2024-07-22 08:46:00,           2024-07-22 04:46:00,3.5,27.142,0.055,0.692012,0.895
1721638560,           2024-07-22 08:56:00,           2024-07-22 04:56:00,3.5,27.108,0.056,0.704166,0.895
1721639160,           2024-07-22 09:06:00,           2024-07-22 05:06:00,3.5,27.108,0.055,0.691591,0.895
1721639760,           2024-07-22 09:16:00,           2024-07-22 05:16:00,3.5,27.099,0.055,0.69148,0.895
1721640360,           2024-07-22 09:26:00,           2024-07-22 05:26:00,3.5,27.049,0.072,0.9044,0.895
1721640960,           2024-07-22 09:36:00,           2024-07-22 05:36:00,3.5,27.006,0.095,1.192387,0.896
1721641560,           2024-07-22 09:46:00,           2024-07-22 05:46:00,3.5,26.938,0.561,7.032776,0.908
1721642160,           2024-07-22 09:56:00,           2024-07-22 05:56:00,3.5,26.981,0.351,4.403581,0.903
1721642760,           2024-07-22 10:06:00,           2024-07-22 06:06:00,3.5,26.981,0.163,2.044968,0.897
1721643360,           2024-07-22 10:16:00,           2024-07-22 06:16:00,3.5,26.964,0.1,1.254199,0.895
1721643960,           2024-07-22 10:26:00,           2024-07-22 06:26:00,3.5,26.964,0.154,1.931467,0.897
1721644560,           2024-07-22 10:36:00,           2024-07-22 06:36:00,3.5,26.964,0.163,2.044344,0.897
1721645160,           2024-07-22 10:46:00,           2024-07-22 06:46:00,3.5,26.947,0.173,2.169103,0.898
1721645760,           2024-07-22 10:56:00,           2024-07-22 06:56:00,3.5,26.93,0.1,1.253434,0.895
1721646360,           2024-07-22 11:06:00,           2024-07-22 07:06:00,3.5,26.938,0.098,1.228542,0.895
