            Unix Timestamp,               UTC_Date_&_Time,Timestamp,       Battery,Temp_C,DO_mgL,DO_perc,             Q
1721518020,           2024-07-20 23:27:00,           2024-07-20 19:27:00,3.27,27.636,0.338,4.290358,0.948
1721518620,           2024-07-20 23:37:00,           2024-07-20 19:37:00,3.27,27.61,0.245,3.108438,0.946
1721519220,           2024-07-20 23:47:00,           2024-07-20 19:47:00,3.27,27.593,0.199,2.524049,0.944
1721519820,           2024-07-20 23:57:00,           2024-07-20 19:57:00,3.27,27.568,0.166,2.104552,0.944
1721520420,           2024-07-21 00:07:00,           2024-07-20 20:07:00,3.27,27.542,0.137,1.736086,0.943
1721521020,           2024-07-21 00:17:00,           2024-07-20 20:17:00,3.27,27.517,0.147,1.861979,0.943
1721521620,           2024-07-21 00:27:00,           2024-07-20 20:27:00,3.27,27.466,0.218,2.758796,0.945
1721522220,           2024-07-21 00:37:00,           2024-07-20 20:37:00,3.27,27.415,0.176,2.225261,0.944
1721522820,           2024-07-21 00:47:00,           2024-07-20 20:47:00,3.27,27.415,0.095,1.201135,0.942
1721523420,           2024-07-21 00:57:00,           2024-07-20 20:57:00,3.27,27.423,0.104,1.315115,0.942
1721524020,           2024-07-21 01:07:00,           2024-07-20 21:07:00,3.27,27.364,0.104,1.313732,0.942
1721524620,           2024-07-21 01:17:00,           2024-07-20 21:17:00,3.27,27.313,0.127,1.602809,0.943
1721525220,           2024-07-21 01:27:00,           2024-07-20 21:27:00,3.27,27.305,0.113,1.425918,0.942
1721525820,           2024-07-21 01:37:00,           2024-07-20 21:37:00,3.27,27.271,0.113,1.425053,0.942
1721526420,           2024-07-21 01:47:00,           2024-07-20 21:47:00,3.27,27.262,0.089,1.122206,0.942
1721527020,           2024-07-21 01:57:00,           2024-07-20 21:57:00,3.27,27.237,0.093,1.172119,0.942
1721527620,           2024-07-21 02:07:00,           2024-07-20 22:07:00,3.27,27.237,0.068,0.857033,0.941
1721528220,           2024-07-21 02:17:00,           2024-07-20 22:17:00,3.27,27.211,0.068,0.856635,0.941
1721528820,           2024-07-21 02:27:00,           2024-07-20 22:27:00,3.27,27.186,0.075,0.944396,0.941
1721529420,           2024-07-21 02:37:00,           2024-07-20 22:37:00,3.27,27.169,0.07,0.881168,0.941
1721530020,           2024-07-21 02:47:00,           2024-07-20 22:47:00,3.27,27.152,0.061,0.767642,0.941
1721530620,           2024-07-21 02:57:00,           2024-07-20 22:57:00,3.27,27.135,0.074,0.930954,0.941
1721531220,           2024-07-21 03:07:00,           2024-07-20 23:07:00,3.27,27.126,0.067,0.842755,0.941
1721531820,           2024-07-21 03:17:00,           2024-07-20 23:17:00,3.27,27.118,0.064,0.804905,0.941
1721532420,           2024-07-21 03:27:00,           2024-07-20 23:27:00,3.27,27.092,0.06,0.754247,0.941
1721533020,           2024-07-21 03:37:00,           2024-07-20 23:37:00,3.27,27.084,0.062,0.779277,0.941
1721533620,           2024-07-21 03:47:00,           2024-07-20 23:47:00,3.27,27.058,0.049,0.615594,0.941
1721534220,           2024-07-21 03:57:00,           2024-07-20 23:57:00,3.27,27.101,0.051,0.641213,0.941
1721534820,           2024-07-21 04:07:00,           2024-07-21 00:07:00,3.27,27.075,0.048,0.603214,0.94
1721535420,           2024-07-21 04:17:00,           2024-07-21 00:17:00,3.27,27.067,0.046,0.577997,0.94
1721536020,           2024-07-21 04:27:00,           2024-07-21 00:27:00,3.27,27.075,0.048,0.603214,0.941
1721536620,           2024-07-21 04:37:00,           2024-07-21 00:37:00,3.27,27.05,0.085,1.067714,0.942
1721537220,           2024-07-21 04:47:00,           2024-07-21 00:47:00,3.27,27.067,0.044,0.552867,0.94
1721537820,           2024-07-21 04:57:00,           2024-07-21 00:57:00,3.27,27.033,0.044,0.552531,0.94
1721538420,           2024-07-21 05:07:00,           2024-07-21 01:07:00,3.27,27.024,0.044,0.552441,0.94
1721539020,           2024-07-21 05:17:00,           2024-07-21 01:17:00,3.27,27.033,0.045,0.565088,0.94
1721539620,           2024-07-21 05:27:00,           2024-07-21 01:27:00,3.27,27.024,0.043,0.539886,0.94
1721540220,           2024-07-21 05:37:00,           2024-07-21 01:37:00,3.27,27.016,0.043,0.539809,0.941
1721540820,           2024-07-21 05:47:00,           2024-07-21 01:47:00,3.27,26.991,0.043,0.539567,0.94
1721541420,           2024-07-21 05:57:00,           2024-07-21 01:57:00,3.27,26.991,0.044,0.552115,0.941
1721542020,           2024-07-21 06:07:00,           2024-07-21 02:07:00,3.27,26.965,0.043,0.539315,0.941
1721542620,           2024-07-21 06:17:00,           2024-07-21 02:17:00,3.27,26.965,0.043,0.539315,0.941
1721543220,           2024-07-21 06:27:00,           2024-07-21 02:27:00,3.27,26.957,0.043,0.539238,0.941
1721543820,           2024-07-21 06:37:00,           2024-07-21 02:37:00,3.27,26.94,0.043,0.539073,0.941
1721544420,           2024-07-21 06:47:00,           2024-07-21 02:47:00,3.27,26.914,0.043,0.538822,0.941
1721545020,           2024-07-21 06:57:00,           2024-07-21 02:57:00,3.27,26.914,0.043,0.538822,0.941
1721545620,           2024-07-21 07:07:00,           2024-07-21 03:07:00,3.27,26.906,0.044,0.551274,0.941
1721546220,           2024-07-21 07:17:00,           2024-07-21 03:17:00,3.27,26.897,0.044,0.551185,0.941
1721546820,           2024-07-21 07:27:00,           2024-07-21 03:27:00,3.27,26.906,0.044,0.551274,0.941
1721547420,           2024-07-21 07:37:00,           2024-07-21 03:37:00,3.27,26.872,0.044,0.550937,0.941
1721548020,           2024-07-21 07:47:00,           2024-07-21 03:47:00,3.27,26.88,0.044,0.551016,0.941
1721548620,           2024-07-21 07:57:00,           2024-07-21 03:57:00,3.27,26.88,0.044,0.551016,0.941
1721549220,           2024-07-21 08:07:00,           2024-07-21 04:07:00,3.27,26.863,0.044,0.550848,0.941
1721549820,           2024-07-21 08:17:00,           2024-07-21 04:17:00,3.27,26.872,0.044,0.550937,0.941
1721550420,           2024-07-21 08:27:00,           2024-07-21 04:27:00,3.27,26.855,0.044,0.550769,0.941
1721551020,           2024-07-21 08:37:00,           2024-07-21 04:37:00,3.27,26.855,0.044,0.550769,0.942
1721551620,           2024-07-21 08:47:00,           2024-07-21 04:47:00,3.27,26.83,0.043,0.53801,0.941
1721552220,           2024-07-21 08:57:00,           2024-07-21 04:57:00,3.27,26.838,0.045,0.563115,0.942
1721552820,           2024-07-21 09:07:00,           2024-07-21 05:07:00,3.27,26.838,0.043,0.538087,0.942
1721553420,           2024-07-21 09:17:00,           2024-07-21 05:17:00,3.27,26.821,0.044,0.550433,0.942
1721554020,           2024-07-21 09:27:00,           2024-07-21 05:27:00,3.27,26.813,0.044,0.550354,0.942
1721554620,           2024-07-21 09:37:00,           2024-07-21 05:37:00,3.27,26.779,0.044,0.550018,0.942
1721555220,           2024-07-21 09:47:00,           2024-07-21 05:47:00,3.27,26.787,0.044,0.550097,0.942
1721555820,           2024-07-21 09:57:00,           2024-07-21 05:57:00,3.27,26.796,0.044,0.550186,0.942
1721556420,           2024-07-21 10:07:00,           2024-07-21 06:07:00,3.27,26.787,0.044,0.550097,0.942
1721557020,           2024-07-21 10:17:00,           2024-07-21 06:17:00,3.27,26.796,0.044,0.550186,0.942
1721557620,           2024-07-21 10:27:00,           2024-07-21 06:27:00,3.27,26.77,0.044,0.549929,0.942
1721558220,           2024-07-21 10:37:00,           2024-07-21 06:37:00,3.27,26.762,0.044,0.54985,0.942
1721558820,           2024-07-21 10:47:00,           2024-07-21 06:47:00,3.27,26.77,0.044,0.549929,0.942
1721559420,           2024-07-21 10:57:00,           2024-07-21 06:57:00,3.27,26.77,0.044,0.549929,0.942
1721560020,           2024-07-21 11:07:00,           2024-07-21 07:07:00,3.27,26.762,0.043,0.537353,0.942
1721560620,           2024-07-21 11:17:00,           2024-07-21 07:17:00,3.27,26.77,0.043,0.53743,0.942
1721561220,           2024-07-21 11:27:00,           2024-07-21 07:27:00,3.27,26.762,0.043,0.537353,0.942
1721561820,           2024-07-21 11:37:00,           2024-07-21 07:37:00,3.27,26.762,0.043,0.537353,0.942
1721562420,           2024-07-21 11:47:00,           2024-07-21 07:47:00,3.27,26.762,0.044,0.54985,0.942
1721563020,           2024-07-21 11:57:00,           2024-07-21 07:57:00,3.27,26.787,0.044,0.550097,0.942
1721563620,           2024-07-21 12:07:00,           2024-07-21 08:07:00,3.27,26.779,0.043,0.537517,0.942
1721564220,           2024-07-21 12:17:00,           2024-07-21 08:17:00,3.27,26.804,0.043,0.537759,0.942
1721564820,           2024-07-21 12:27:00,           2024-07-21 08:27:00,3.27,26.821,0.043,0.537923,0.942
1721565420,           2024-07-21 12:37:00,           2024-07-21 08:37:00,3.27,26.83,0.043,0.53801,0.942
1721566020,           2024-07-21 12:47:00,           2024-07-21 08:47:00,3.27,26.863,0.043,0.538329,0.942
1721566620,           2024-07-21 12:57:00,           2024-07-21 08:57:00,3.27,26.889,0.043,0.53858,0.942
1721567220,           2024-07-21 13:07:00,           2024-07-21 09:07:00,3.27,26.931,0.043,0.538986,0.942
1721567820,           2024-07-21 13:17:00,           2024-07-21 09:17:00,3.27,26.948,0.043,0.539151,0.942
1721568420,           2024-07-21 13:27:00,           2024-07-21 09:27:00,3.27,26.999,0.043,0.539644,0.942
1721569020,           2024-07-21 13:37:00,           2024-07-21 09:37:00,3.27,27.024,0.043,0.539886,0.942
1721569620,           2024-07-21 13:47:00,           2024-07-21 09:47:00,3.27,27.075,0.043,0.540379,0.942
1721570220,           2024-07-21 13:57:00,           2024-07-21 09:57:00,3.27,27.118,0.043,0.540795,0.942
1721570820,           2024-07-21 14:07:00,           2024-07-21 10:07:00,3.27,27.186,0.042,0.528862,0.942
1721571420,           2024-07-21 14:17:00,           2024-07-21 10:17:00,3.27,27.245,0.042,0.52942,0.942
1721572020,           2024-07-21 14:27:00,           2024-07-21 10:27:00,3.27,27.313,0.043,0.542684,0.943
1721572620,           2024-07-21 14:37:00,           2024-07-21 10:37:00,3.27,27.372,0.044,0.555889,0.943
1721573220,           2024-07-21 14:47:00,           2024-07-21 10:47:00,3.27,27.474,0.042,0.531587,0.943
1721573820,           2024-07-21 14:57:00,           2024-07-21 10:57:00,3.27,27.551,0.043,0.54499,0.943
1721574420,           2024-07-21 15:07:00,           2024-07-21 11:07:00,3.27,27.653,0.043,0.54598,0.943
1721575020,           2024-07-21 15:17:00,           2024-07-21 11:17:00,3.27,27.738,0.043,0.546805,0.943
1721575620,           2024-07-21 15:27:00,           2024-07-21 11:27:00,3.27,27.815,0.043,0.547552,0.943
1721576220,           2024-07-21 15:37:00,           2024-07-21 11:37:00,3.27,27.925,0.042,0.535862,0.943
1721576820,           2024-07-21 15:47:00,           2024-07-21 11:47:00,3.27,27.994,0.042,0.536517,0.943
1721577420,           2024-07-21 15:57:00,           2024-07-21 11:57:00,3.27,28.113,0.043,0.550448,0.943
1721578020,           2024-07-21 16:07:00,           2024-07-21 12:07:00,3.27,28.19,0.042,0.538378,0.943
1721578620,           2024-07-21 16:17:00,           2024-07-21 12:17:00,3.27,28.258,0.043,0.551858,0.943
1721579220,           2024-07-21 16:27:00,           2024-07-21 12:27:00,3.27,28.318,0.043,0.552442,0.943
1721579820,           2024-07-21 16:37:00,           2024-07-21 12:37:00,3.27,28.318,0.043,0.552442,0.943
1721580420,           2024-07-21 16:47:00,           2024-07-21 12:47:00,3.27,28.335,0.043,0.552608,0.943
1721581020,           2024-07-21 16:57:00,           2024-07-21 12:57:00,3.27,28.301,0.043,0.552277,0.943
1721581620,           2024-07-21 17:07:00,           2024-07-21 13:07:00,3.27,28.301,0.043,0.552277,0.943
1721582220,           2024-07-21 17:17:00,           2024-07-21 13:17:00,3.27,28.318,0.044,0.56529,0.943
1721582820,           2024-07-21 17:27:00,           2024-07-21 13:27:00,3.27,28.326,0.043,0.55252,0.943
1721583420,           2024-07-21 17:37:00,           2024-07-21 13:37:00,3.27,28.36,0.043,0.552851,0.943
1721584020,           2024-07-21 17:47:00,           2024-07-21 13:47:00,3.27,28.378,0.043,0.553026,0.943
1721584620,           2024-07-21 17:57:00,           2024-07-21 13:57:00,3.27,28.395,0.043,0.553192,0.943
1721585220,           2024-07-21 18:07:00,           2024-07-21 14:07:00,3.27,28.386,0.043,0.553104,0.943
1721585820,           2024-07-21 18:17:00,           2024-07-21 14:17:00,3.27,28.36,0.043,0.552851,0.943
1721586420,           2024-07-21 18:27:00,           2024-07-21 14:27:00,3.27,28.352,0.044,0.565628,0.943
1721587020,           2024-07-21 18:37:00,           2024-07-21 14:37:00,3.27,28.386,0.045,0.57883,0.943
1721587620,           2024-07-21 18:47:00,           2024-07-21 14:47:00,3.27,28.412,0.043,0.553357,0.943
1721588220,           2024-07-21 18:57:00,           2024-07-21 14:57:00,3.27,28.454,0.043,0.553766,0.943
1721588820,           2024-07-21 19:07:00,           2024-07-21 15:07:00,3.27,28.429,0.043,0.553523,0.943
1721589420,           2024-07-21 19:17:00,           2024-07-21 15:17:00,3.27,28.48,0.043,0.55402,0.943
1721590020,           2024-07-21 19:27:00,           2024-07-21 15:27:00,3.27,28.471,0.043,0.553932,0.943
1721590620,           2024-07-21 19:37:00,           2024-07-21 15:37:00,3.27,28.471,0.043,0.553932,0.943
1721591220,           2024-07-21 19:47:00,           2024-07-21 15:47:00,3.27,28.463,0.043,0.553854,0.943
1721591820,           2024-07-21 19:57:00,           2024-07-21 15:57:00,3.27,28.463,0.043,0.553854,0.943
1721592420,           2024-07-21 20:07:00,           2024-07-21 16:07:00,3.27,28.454,0.043,0.553766,0.943
1721593020,           2024-07-21 20:17:00,           2024-07-21 16:17:00,3.27,28.42,0.043,0.553435,0.943
1721593620,           2024-07-21 20:27:00,           2024-07-21 16:27:00,3.27,28.395,0.043,0.553192,0.943
1721594220,           2024-07-21 20:37:00,           2024-07-21 16:37:00,3.27,28.369,0.043,0.552939,0.943
1721594820,           2024-07-21 20:47:00,           2024-07-21 16:47:00,3.27,28.369,0.043,0.552939,0.943
1721595420,           2024-07-21 20:57:00,           2024-07-21 16:57:00,3.27,28.343,0.043,0.552685,0.943
1721596020,           2024-07-21 21:07:00,           2024-07-21 17:07:00,3.27,28.292,0.043,0.552189,0.943
1721596620,           2024-07-21 21:17:00,           2024-07-21 17:17:00,3.27,28.232,0.043,0.551605,0.943
1721597220,           2024-07-21 21:27:00,           2024-07-21 17:27:00,3.27,28.224,0.043,0.551527,0.943
1721597820,           2024-07-21 21:37:00,           2024-07-21 17:37:00,3.27,28.173,0.043,0.551031,0.943
1721598420,           2024-07-21 21:47:00,           2024-07-21 17:47:00,3.27,28.139,0.043,0.550701,0.943
1721599020,           2024-07-21 21:57:00,           2024-07-21 17:57:00,3.27,28.104,0.044,0.563159,0.943
1721599620,           2024-07-21 22:07:00,           2024-07-21 18:07:00,3.27,28.028,0.044,0.562403,0.943
1721600220,           2024-07-21 22:17:00,           2024-07-21 18:17:00,3.27,28.028,0.043,0.549621,0.943
1721600820,           2024-07-21 22:27:00,           2024-07-21 18:27:00,3.27,27.985,0.043,0.549203,0.943
1721601420,           2024-07-21 22:37:00,           2024-07-21 18:37:00,3.27,27.968,0.043,0.549038,0.943
1721602020,           2024-07-21 22:47:00,           2024-07-21 18:47:00,3.27,27.908,0.042,0.5357,0.943
1721602620,           2024-07-21 22:57:00,           2024-07-21 18:57:00,3.27,27.883,0.043,0.548212,0.943
1721603220,           2024-07-21 23:07:00,           2024-07-21 19:07:00,3.27,27.84,0.043,0.547795,0.943
1721603820,           2024-07-21 23:17:00,           2024-07-21 19:17:00,3.27,27.798,0.042,0.534657,0.943
1721604420,           2024-07-21 23:27:00,           2024-07-21 19:27:00,3.27,27.772,0.042,0.534411,0.943
1721605020,           2024-07-21 23:37:00,           2024-07-21 19:37:00,3.27,27.704,0.043,0.546475,0.943
1721605620,           2024-07-21 23:47:00,           2024-07-21 19:47:00,3.27,27.687,0.042,0.533605,0.943
1721606220,           2024-07-21 23:57:00,           2024-07-21 19:57:00,3.27,27.653,0.042,0.533282,0.943
1721606820,           2024-07-22 00:07:00,           2024-07-21 20:07:00,3.27,27.61,0.042,0.532875,0.943
1721607420,           2024-07-22 00:17:00,           2024-07-21 20:17:00,3.27,27.525,0.042,0.53207,0.942
1721608020,           2024-07-22 00:27:00,           2024-07-21 20:27:00,3.27,27.508,0.042,0.531909,0.942
1721608620,           2024-07-22 00:37:00,           2024-07-21 20:37:00,3.27,27.5,0.042,0.531833,0.942
1721609220,           2024-07-22 00:47:00,           2024-07-21 20:47:00,3.27,27.44,0.042,0.531265,0.942
1721609820,           2024-07-22 00:57:00,           2024-07-21 20:57:00,3.27,27.423,0.042,0.531104,0.942
1721610420,           2024-07-22 01:07:00,           2024-07-21 21:07:00,3.27,27.381,0.041,0.518071,0.942
1721611020,           2024-07-22 01:17:00,           2024-07-21 21:17:00,3.27,27.372,0.041,0.517987,0.942
1721611620,           2024-07-22 01:27:00,           2024-07-21 21:27:00,3.27,27.33,0.042,0.530224,0.942
1721612220,           2024-07-22 01:37:00,           2024-07-21 21:37:00,3.27,27.296,0.042,0.529902,0.942
1721612820,           2024-07-22 01:47:00,           2024-07-21 21:47:00,3.27,27.296,0.042,0.529902,0.942
1721613420,           2024-07-22 01:57:00,           2024-07-21 21:57:00,3.27,27.271,0.042,0.529666,0.942
1721614020,           2024-07-22 02:07:00,           2024-07-21 22:07:00,3.27,27.245,0.042,0.52942,0.942
1721614620,           2024-07-22 02:17:00,           2024-07-21 22:17:00,3.27,27.203,0.042,0.529022,0.942
1721615220,           2024-07-22 02:27:00,           2024-07-21 22:27:00,3.27,27.177,0.042,0.528777,0.942
1721615820,           2024-07-22 02:37:00,           2024-07-21 22:37:00,3.27,27.186,0.042,0.528862,0.942
1721616420,           2024-07-22 02:47:00,           2024-07-21 22:47:00,3.27,27.16,0.042,0.528616,0.942
1721617020,           2024-07-22 02:57:00,           2024-07-21 22:57:00,3.27,27.126,0.042,0.528294,0.942
1721617620,           2024-07-22 03:07:00,           2024-07-21 23:07:00,3.27,27.118,0.042,0.528219,0.942
1721618220,           2024-07-22 03:17:00,           2024-07-21 23:17:00,3.27,27.109,0.042,0.528134,0.942
1721618820,           2024-07-22 03:27:00,           2024-07-21 23:27:00,3.27,27.075,0.043,0.540379,0.942
1721619420,           2024-07-22 03:37:00,           2024-07-21 23:37:00,3.27,27.016,0.042,0.527255,0.942
1721620020,           2024-07-22 03:47:00,           2024-07-21 23:47:00,3.27,26.965,0.043,0.539315,0.942
1721620620,           2024-07-22 03:57:00,           2024-07-21 23:57:00,3.27,26.94,0.043,0.539073,0.942
1721621220,           2024-07-22 04:07:00,           2024-07-22 00:07:00,3.27,26.931,0.042,0.526452,0.942
1721621820,           2024-07-22 04:17:00,           2024-07-22 00:17:00,3.27,26.906,0.042,0.526216,0.942
1721622420,           2024-07-22 04:27:00,           2024-07-22 00:27:00,3.27,26.88,0.043,0.538493,0.942
1721623020,           2024-07-22 04:37:00,           2024-07-22 00:37:00,3.27,26.863,0.042,0.52581,0.942
1721623620,           2024-07-22 04:47:00,           2024-07-22 00:47:00,3.27,26.863,0.042,0.52581,0.942
1721624220,           2024-07-22 04:57:00,           2024-07-22 00:57:00,3.27,26.821,0.042,0.525413,0.942
1721624820,           2024-07-22 05:07:00,           2024-07-22 01:07:00,3.27,26.83,0.042,0.525498,0.942
1721625420,           2024-07-22 05:17:00,           2024-07-22 01:17:00,3.27,26.83,0.042,0.525498,0.942
1721626020,           2024-07-22 05:27:00,           2024-07-22 01:27:00,3.27,26.821,0.042,0.525413,0.942
1721626620,           2024-07-22 05:37:00,           2024-07-22 01:37:00,3.27,26.796,0.042,0.525177,0.942
1721627220,           2024-07-22 05:47:00,           2024-07-22 01:47:00,3.27,26.787,0.042,0.525092,0.942
1721627820,           2024-07-22 05:57:00,           2024-07-22 01:57:00,3.27,26.77,0.042,0.524932,0.942
1721628420,           2024-07-22 06:07:00,           2024-07-22 02:07:00,3.27,26.762,0.042,0.524856,0.942
1721629020,           2024-07-22 06:17:00,           2024-07-22 02:17:00,3.27,26.728,0.044,0.549513,0.942
1721629620,           2024-07-22 06:27:00,           2024-07-22 02:27:00,3.27,26.736,0.042,0.524611,0.942
1721630220,           2024-07-22 06:37:00,           2024-07-22 02:37:00,3.27,26.719,0.043,0.536938,0.942
1721630820,           2024-07-22 06:47:00,           2024-07-22 02:47:00,3.27,26.694,0.042,0.524215,0.942
1721631420,           2024-07-22 06:57:00,           2024-07-22 02:57:00,3.27,26.719,0.042,0.524451,0.942
1721632020,           2024-07-22 07:07:00,           2024-07-22 03:07:00,3.27,26.736,0.042,0.524611,0.942
1721632620,           2024-07-22 07:17:00,           2024-07-22 03:17:00,3.27,26.703,0.043,0.536783,0.942
1721633220,           2024-07-22 07:27:00,           2024-07-22 03:27:00,3.27,26.728,0.042,0.524536,0.942
1721633820,           2024-07-22 07:37:00,           2024-07-22 03:37:00,3.27,26.694,0.042,0.524215,0.942
1721634420,           2024-07-22 07:47:00,           2024-07-22 03:47:00,3.27,26.686,0.042,0.524139,0.942
1721635020,           2024-07-22 07:57:00,           2024-07-22 03:57:00,3.27,26.66,0.043,0.536368,0.942
1721635620,           2024-07-22 08:07:00,           2024-07-22 04:07:00,3.27,26.669,0.043,0.536455,0.942
1721636220,           2024-07-22 08:17:00,           2024-07-22 04:17:00,3.27,26.677,0.042,0.524054,0.942
1721636820,           2024-07-22 08:27:00,           2024-07-22 04:27:00,3.27,26.669,0.042,0.523979,0.942
1721637420,           2024-07-22 08:37:00,           2024-07-22 04:37:00,3.27,26.652,0.042,0.523818,0.942
1721638020,           2024-07-22 08:47:00,           2024-07-22 04:47:00,3.27,26.635,0.042,0.523658,0.942
1721638620,           2024-07-22 08:57:00,           2024-07-22 04:57:00,3.27,26.635,0.042,0.523658,0.942
1721639220,           2024-07-22 09:07:00,           2024-07-22 05:07:00,3.27,26.635,0.042,0.523658,0.942
1721639820,           2024-07-22 09:17:00,           2024-07-22 05:17:00,3.27,26.601,0.043,0.535798,0.942
1721640420,           2024-07-22 09:27:00,           2024-07-22 05:27:00,3.27,26.601,0.043,0.535798,0.942
1721641020,           2024-07-22 09:37:00,           2024-07-22 05:37:00,3.27,26.601,0.042,0.523337,0.942
1721641620,           2024-07-22 09:47:00,           2024-07-22 05:47:00,3.27,26.609,0.042,0.523413,0.942
1721642220,           2024-07-22 09:57:00,           2024-07-22 05:57:00,3.27,26.592,0.042,0.523253,0.942
1721642820,           2024-07-22 10:07:00,           2024-07-22 06:07:00,3.27,26.584,0.043,0.535634,0.942
1721643420,           2024-07-22 10:17:00,           2024-07-22 06:17:00,3.27,26.576,0.043,0.535557,0.942
1721644020,           2024-07-22 10:27:00,           2024-07-22 06:27:00,3.27,26.559,0.042,0.522941,0.942
1721644620,           2024-07-22 10:37:00,           2024-07-22 06:37:00,3.27,26.567,0.042,0.523017,0.942
1721645220,           2024-07-22 10:47:00,           2024-07-22 06:47:00,3.27,26.567,0.043,0.53547,0.942
1721645820,           2024-07-22 10:57:00,           2024-07-22 06:57:00,3.27,26.576,0.042,0.523102,0.942
1721646420,           2024-07-22 11:07:00,           2024-07-22 07:07:00,3.27,26.584,0.043,0.535634,0.942
