            Unix Timestamp,               UTC_Date_&_Time,                  Bolivia Time,       Battery,   Temperature,  Dissolved Oxygen,  Dissolved Oxygen Saturation,             Q
1623206040,           2021-06-09 02:34:00,           2021-06-08 22:34:00,3.53,16.433,5.555,56.79778,0.983
1623206640,           2021-06-09 02:44:00,           2021-06-08 22:44:00,3.53,16.442,5.39,55.121166,0.983
1623207240,           2021-06-09 02:54:00,           2021-06-08 22:54:00,3.53,16.45,5.428,55.51913,0.983
1623207840,           2021-06-09 03:04:00,           2021-06-08 23:04:00,3.53,16.459,5.492,56.184388,0.983
1623208440,           2021-06-09 03:14:00,           2021-06-08 23:14:00,3.53,16.459,5.421,55.458042,0.983
1623209040,           2021-06-09 03:24:00,           2021-06-08 23:24:00,3.53,16.424,5.448,55.693184,0.984
1623209640,           2021-06-09 03:34:00,           2021-06-08 23:34:00,3.53,16.433,5.433,55.550376,0.983
1623210240,           2021-06-09 03:44:00,           2021-06-08 23:44:00,3.53,16.442,5.471,55.949518,0.984
1623210840,           2021-06-09 03:54:00,           2021-06-08 23:54:00,3.53,16.433,5.476,55.990035,0.983
1623211440,           2021-06-09 04:04:00,           2021-06-09 00:04:00,3.53,16.467,5.368,54.925092,0.984
1623212040,           2021-06-09 04:14:00,           2021-06-09 00:14:00,3.53,16.501,5.938,60.8008,0.983
1623212640,           2021-06-09 04:24:00,           2021-06-09 00:24:00,3.53,16.467,5.931,60.685678,0.983
1623213240,           2021-06-09 04:34:00,           2021-06-09 00:34:00,3.53,16.493,5.914,60.544863,0.983
1623213840,           2021-06-09 04:44:00,           2021-06-09 00:44:00,3.53,16.459,5.765,58.977239,0.983
1623214440,           2021-06-09 04:54:00,           2021-06-09 00:54:00,3.53,16.424,5.623,57.482153,0.983
1623215040,           2021-06-09 05:04:00,           2021-06-09 01:04:00,3.53,16.424,5.747,58.749766,0.983
1623215640,           2021-06-09 05:14:00,           2021-06-09 01:14:00,3.53,16.399,5.5,56.195148,0.983
1623216240,           2021-06-09 05:24:00,           2021-06-09 01:24:00,3.53,16.382,5.326,54.397838,0.983
1623216840,           2021-06-09 05:34:00,           2021-06-09 01:34:00,3.53,16.416,5.267,53.833802,0.983
1623217440,           2021-06-09 05:44:00,           2021-06-09 01:44:00,3.53,16.45,6.319,64.632532,0.983
1623218040,           2021-06-09 05:54:00,           2021-06-09 01:54:00,3.53,16.433,5.723,58.515516,0.983
1623218640,           2021-06-09 06:04:00,           2021-06-09 02:04:00,3.53,16.442,6.007,61.430955,0.983
1623219240,           2021-06-09 06:14:00,           2021-06-09 02:14:00,3.53,16.39,5.95,60.7814,0.983
1623219840,           2021-06-09 06:24:00,           2021-06-09 02:24:00,3.53,16.407,6.079,62.121439,0.983
1623220440,           2021-06-09 06:34:00,           2021-06-09 02:34:00,3.53,16.39,5.722,58.452297,0.983
1623221040,           2021-06-09 06:44:00,           2021-06-09 02:44:00,3.53,16.365,5.692,58.115192,0.983
1623221640,           2021-06-09 06:54:00,           2021-06-09 02:54:00,3.53,16.39,6.098,62.293273,0.983
1623222240,           2021-06-09 07:04:00,           2021-06-09 03:04:00,3.53,16.373,5.635,57.542931,0.983
1623222840,           2021-06-09 07:14:00,           2021-06-09 03:14:00,3.53,16.322,5.462,55.716325,0.983
1623223440,           2021-06-09 07:24:00,           2021-06-09 03:24:00,3.53,16.39,6.231,63.651916,0.983
1623224040,           2021-06-09 07:34:00,           2021-06-09 03:34:00,3.53,16.339,5.76,58.777222,0.983
1623224640,           2021-06-09 07:44:00,           2021-06-09 03:44:00,3.53,16.348,5.696,58.13518,0.983
1623225240,           2021-06-09 07:54:00,           2021-06-09 03:54:00,3.53,16.365,5.889,60.126557,0.983
1623225840,           2021-06-09 08:04:00,           2021-06-09 04:04:00,3.53,16.339,5.897,60.175222,0.983
1623226440,           2021-06-09 08:14:00,           2021-06-09 04:14:00,3.53,16.331,5.899,60.18547,0.983
1623227040,           2021-06-09 08:24:00,           2021-06-09 04:24:00,3.53,16.348,6.057,61.819661,0.983
1623227640,           2021-06-09 08:34:00,           2021-06-09 04:34:00,3.53,16.356,6.156,62.840691,0.983
1623228240,           2021-06-09 08:44:00,           2021-06-09 04:44:00,3.53,16.348,5.996,61.197075,0.983
1623228840,           2021-06-09 08:54:00,           2021-06-09 04:54:00,3.53,16.331,5.901,60.205875,0.983
1623229440,           2021-06-09 09:04:00,           2021-06-09 05:04:00,3.53,16.314,5.986,61.051191,0.983
1623230040,           2021-06-09 09:14:00,           2021-06-09 05:14:00,3.53,16.305,5.935,60.519542,0.983
1623230640,           2021-06-09 09:24:00,           2021-06-09 05:24:00,3.53,16.288,5.899,60.130859,0.983
1623231240,           2021-06-09 09:34:00,           2021-06-09 05:34:00,3.53,16.297,5.91,60.254437,0.983
1623231840,           2021-06-09 09:44:00,           2021-06-09 05:44:00,3.52,16.288,5.852,59.65177,0.983
1623232440,           2021-06-09 09:54:00,           2021-06-09 05:54:00,3.53,16.263,6.002,61.14848,0.983
1623233040,           2021-06-09 10:04:00,           2021-06-09 06:04:00,3.53,16.271,5.943,60.557621,0.983
1623233640,           2021-06-09 10:14:00,           2021-06-09 06:14:00,3.53,16.263,6.034,61.474496,0.983
1623234240,           2021-06-09 10:24:00,           2021-06-09 06:24:00,3.52,16.263,6.012,61.25036,0.983
1623234840,           2021-06-09 10:34:00,           2021-06-09 06:34:00,3.53,16.263,6.029,61.423556,0.983
1623235440,           2021-06-09 10:44:00,           2021-06-09 06:44:00,3.53,16.237,5.972,60.809419,0.983
1623236040,           2021-06-09 10:54:00,           2021-06-09 06:54:00,3.53,16.246,6.028,61.391311,0.983
1623236640,           2021-06-09 11:04:00,           2021-06-09 07:04:00,3.53,16.212,5.959,60.644986,0.983
1623237240,           2021-06-09 11:14:00,           2021-06-09 07:14:00,3.53,16.212,5.918,60.227727,0.983
1623237840,           2021-06-09 11:24:00,           2021-06-09 07:24:00,3.53,16.203,5.639,57.377411,0.983
1623238440,           2021-06-09 11:34:00,           2021-06-09 07:34:00,3.53,16.203,6.037,61.427103,0.983
1623239040,           2021-06-09 11:44:00,           2021-06-09 07:44:00,3.52,16.186,5.954,60.560788,0.983
1623239640,           2021-06-09 11:54:00,           2021-06-09 07:54:00,3.52,16.203,5.988,60.928523,0.983
1623240240,           2021-06-09 12:04:00,           2021-06-09 08:04:00,3.53,16.177,5.94,60.406885,0.983
1623240840,           2021-06-09 12:14:00,           2021-06-09 08:14:00,3.52,16.186,6.01,61.130389,0.983
1623241440,           2021-06-09 12:24:00,           2021-06-09 08:24:00,3.52,16.169,5.959,60.589848,0.983
1623242040,           2021-06-09 12:34:00,           2021-06-09 08:34:00,3.52,16.195,6.083,61.884685,0.984
1623242640,           2021-06-09 12:44:00,           2021-06-09 08:44:00,3.53,16.169,6.224,63.284312,0.983
1623243240,           2021-06-09 12:54:00,           2021-06-09 08:54:00,3.52,16.177,6.019,61.210276,0.983
1623243840,           2021-06-09 13:04:00,           2021-06-09 09:04:00,3.52,16.177,6.032,61.34248,0.983
1623244440,           2021-06-09 13:14:00,           2021-06-09 09:14:00,3.52,16.169,5.957,60.569512,0.983
1623245040,           2021-06-09 13:24:00,           2021-06-09 09:24:00,3.52,16.195,6.066,61.711738,0.983
1623245640,           2021-06-09 13:34:00,           2021-06-09 09:34:00,3.52,16.16,6.132,62.337001,0.983
1623246240,           2021-06-09 13:44:00,           2021-06-09 09:44:00,3.52,16.186,6.119,62.239077,0.983
1623246840,           2021-06-09 13:54:00,           2021-06-09 09:54:00,3.52,16.16,6.079,61.798211,0.983
1623247440,           2021-06-09 14:04:00,           2021-06-09 10:04:00,3.52,16.16,6.08,61.808377,0.983
1623248040,           2021-06-09 14:14:00,           2021-06-09 10:14:00,3.52,16.16,5.606,56.989763,0.983
1623248640,           2021-06-09 14:24:00,           2021-06-09 10:24:00,3.52,16.177,5.508,56.013657,0.984
1623249240,           2021-06-09 14:34:00,           2021-06-09 10:34:00,3.52,16.186,5.982,60.845589,0.983
1623249840,           2021-06-09 14:44:00,           2021-06-09 10:44:00,3.52,16.186,6.012,61.150732,0.983
1623250440,           2021-06-09 14:54:00,           2021-06-09 10:54:00,3.52,16.186,5.531,56.258267,0.983
1623251040,           2021-06-09 15:04:00,           2021-06-09 11:04:00,3.52,16.263,6.716,68.422724,0.983
1623251640,           2021-06-09 15:14:00,           2021-06-09 11:14:00,3.52,16.229,6.232,63.446118,0.983
1623252240,           2021-06-09 15:24:00,           2021-06-09 11:24:00,3.52,16.288,6.665,67.939003,0.983
1623252840,           2021-06-09 15:34:00,           2021-06-09 11:34:00,3.52,16.246,6.402,65.200261,0.983
1623253440,           2021-06-09 15:44:00,           2021-06-09 11:44:00,3.52,16.271,6.67,67.965561,0.983
1623254040,           2021-06-09 15:54:00,           2021-06-09 11:54:00,3.52,16.229,6.372,64.871416,0.984
1623254640,           2021-06-09 16:04:00,           2021-06-09 12:04:00,3.52,16.237,6.308,64.230712,0.984
1623255240,           2021-06-09 16:14:00,           2021-06-09 12:14:00,3.52,16.271,6.244,63.624732,0.983
1623255840,           2021-06-09 16:24:00,           2021-06-09 12:24:00,3.52,16.28,6.275,63.952771,0.983
1623256440,           2021-06-09 16:34:00,           2021-06-09 12:34:00,3.52,16.263,6.329,64.479961,0.983
1623257040,           2021-06-09 16:44:00,           2021-06-09 12:44:00,3.52,16.297,6.322,64.454916,0.983
1623257640,           2021-06-09 16:54:00,           2021-06-09 12:54:00,3.52,16.314,6.21,63.335766,0.983
1623258240,           2021-06-09 17:04:00,           2021-06-09 13:04:00,3.52,16.305,6.16,62.813881,0.983
1623258840,           2021-06-09 17:14:00,           2021-06-09 13:14:00,3.52,16.314,6.185,63.080791,0.984
1623259440,           2021-06-09 17:24:00,           2021-06-09 13:24:00,3.52,16.314,6.18,63.029796,0.983
1623260040,           2021-06-09 17:34:00,           2021-06-09 13:34:00,3.52,16.331,6.109,62.328028,0.983
1623260640,           2021-06-09 17:44:00,           2021-06-09 13:44:00,3.52,16.339,5.95,60.716054,0.983
1623261240,           2021-06-09 17:54:00,           2021-06-09 13:54:00,3.52,16.356,5.902,60.247849,0.983
1623261840,           2021-06-09 18:04:00,           2021-06-09 14:04:00,3.52,16.382,5.896,60.219612,0.983
1623262440,           2021-06-09 18:14:00,           2021-06-09 14:14:00,3.52,16.373,5.856,59.799716,0.983
1623263040,           2021-06-09 18:24:00,           2021-06-09 14:24:00,3.52,16.382,5.859,59.841707,0.983
1623263640,           2021-06-09 18:34:00,           2021-06-09 14:34:00,3.52,16.399,5.866,59.934679,0.984
1623264240,           2021-06-09 18:44:00,           2021-06-09 14:44:00,3.52,16.399,5.832,59.587291,0.983
1623264840,           2021-06-09 18:54:00,           2021-06-09 14:54:00,3.52,16.424,5.836,59.659585,0.983
1623265440,           2021-06-09 19:04:00,           2021-06-09 15:04:00,3.52,16.459,5.857,59.91842,0.983
1623266040,           2021-06-09 19:14:00,           2021-06-09 15:14:00,3.52,16.45,5.849,59.825238,0.983
1623266640,           2021-06-09 19:24:00,           2021-06-09 15:24:00,3.52,16.45,5.766,58.97629,0.983
1623267240,           2021-06-09 19:34:00,           2021-06-09 15:34:00,3.52,16.45,5.737,58.67967,0.984
1623267840,           2021-06-09 19:44:00,           2021-06-09 15:44:00,3.52,16.476,5.836,59.724959,0.984
1623268440,           2021-06-09 19:54:00,           2021-06-09 15:54:00,3.52,16.467,5.817,59.519236,0.983
1623269040,           2021-06-09 20:04:00,           2021-06-09 16:04:00,3.52,16.467,5.71,58.424418,0.983
1623269640,           2021-06-09 20:14:00,           2021-06-09 16:14:00,3.52,16.476,5.656,57.882859,0.983
1623270240,           2021-06-09 20:24:00,           2021-06-09 16:24:00,3.52,16.459,5.598,57.268792,0.984
1623270840,           2021-06-09 20:34:00,           2021-06-09 16:34:00,3.52,16.467,5.543,56.715683,0.983
1623271440,           2021-06-09 20:44:00,           2021-06-09 16:44:00,3.52,16.476,5.496,56.245438,0.984
1623272040,           2021-06-09 20:54:00,           2021-06-09 16:54:00,3.52,16.476,5.46,55.877018,0.984
1623272640,           2021-06-09 21:04:00,           2021-06-09 17:04:00,3.52,16.467,5.473,55.999446,0.983
1623273240,           2021-06-09 21:14:00,           2021-06-09 17:14:00,3.52,16.459,5.46,55.857021,0.983
1623273840,           2021-06-09 21:24:00,           2021-06-09 17:24:00,3.52,16.45,5.462,55.866892,0.984
1623274440,           2021-06-09 21:34:00,           2021-06-09 17:34:00,3.52,16.459,5.365,54.88515,0.984
1623275040,           2021-06-09 21:44:00,           2021-06-09 17:44:00,3.52,16.442,5.34,54.609838,0.984
1623275640,           2021-06-09 21:54:00,           2021-06-09 17:54:00,3.52,16.493,5.311,54.371621,0.984
1623276240,           2021-06-09 22:04:00,           2021-06-09 18:04:00,3.52,16.484,5.25,53.73695,0.983
1623276840,           2021-06-09 22:14:00,           2021-06-09 18:14:00,3.52,16.501,5.216,53.408045,0.984
1623277440,           2021-06-09 22:24:00,           2021-06-09 18:24:00,3.52,16.484,5.309,54.340851,0.984
1623278040,           2021-06-09 22:34:00,           2021-06-09 18:34:00,3.52,16.484,5.361,54.873103,0.983
1623278640,           2021-06-09 22:44:00,           2021-06-09 18:44:00,3.52,16.493,5.361,54.883499,0.983
1623279240,           2021-06-09 22:54:00,           2021-06-09 18:54:00,3.52,16.476,5.386,55.11971,0.983
1623279840,           2021-06-09 23:04:00,           2021-06-09 19:04:00,3.52,16.493,5.334,54.607085,0.983
1623280440,           2021-06-09 23:14:00,           2021-06-09 19:14:00,3.52,16.467,5.269,53.912129,0.983
1623281040,           2021-06-09 23:24:00,           2021-06-09 19:24:00,3.52,16.459,4.946,50.598686,0.984
1623281640,           2021-06-09 23:34:00,           2021-06-09 19:34:00,3.52,16.467,4.818,49.297521,0.984
1623282240,           2021-06-09 23:44:00,           2021-06-09 19:44:00,3.52,16.484,4.905,50.205665,0.984
1623282840,           2021-06-09 23:54:00,           2021-06-09 19:54:00,3.52,16.467,4.964,50.791385,0.984
1623283440,           2021-06-10 00:04:00,           2021-06-09 20:04:00,3.52,16.476,5.109,52.284924,0.984
1623284040,           2021-06-10 00:14:00,           2021-06-09 20:14:00,3.52,16.476,5.221,53.431119,0.984
1623284640,           2021-06-10 00:24:00,           2021-06-09 20:24:00,3.52,16.476,5.172,52.929659,0.983
1623285240,           2021-06-10 00:34:00,           2021-06-09 20:34:00,3.52,16.45,5.111,52.276764,0.984
1623285840,           2021-06-10 00:44:00,           2021-06-09 20:44:00,3.52,16.561,5.072,51.999168,0.984
1623286440,           2021-06-10 00:54:00,           2021-06-09 20:54:00,3.52,16.535,5.589,57.26824,0.983
1623287040,           2021-06-10 01:04:00,           2021-06-09 21:04:00,3.52,16.535,5.464,55.987416,0.983
1623287640,           2021-06-10 01:14:00,           2021-06-09 21:14:00,3.52,16.484,5.385,55.118758,0.984
1623288240,           2021-06-10 01:24:00,           2021-06-09 21:24:00,3.52,16.501,5.345,54.728911,0.984
1623288840,           2021-06-10 01:34:00,           2021-06-09 21:34:00,3.52,16.484,5.308,54.330616,0.984
1623289440,           2021-06-10 01:44:00,           2021-06-09 21:44:00,3.52,16.476,5.301,54.24983,0.984
1623290040,           2021-06-10 01:54:00,           2021-06-09 21:54:00,3.52,16.484,5.283,54.074726,0.984
1623290640,           2021-06-10 02:04:00,           2021-06-09 22:04:00,3.52,16.476,5.211,53.32878,0.984
1623291240,           2021-06-10 02:14:00,           2021-06-09 22:14:00,3.52,16.476,5.332,54.56708,0.984
1623291840,           2021-06-10 02:24:00,           2021-06-09 22:24:00,3.52,16.45,5.333,54.547443,0.984
1623292440,           2021-06-10 02:34:00,           2021-06-09 22:34:00,3.52,16.45,5.284,54.046257,0.984
1623293040,           2021-06-10 02:44:00,           2021-06-09 22:44:00,3.52,16.45,5.254,53.739408,0.984
1623293640,           2021-06-10 02:54:00,           2021-06-09 22:54:00,3.52,16.442,5.316,54.364401,0.984
1623294240,           2021-06-10 03:04:00,           2021-06-09 23:04:00,3.52,16.442,5.25,53.689448,0.984
1623294840,           2021-06-10 03:14:00,           2021-06-09 23:14:00,3.52,16.459,5.275,53.96443,0.984
1623295440,           2021-06-10 03:24:00,           2021-06-09 23:24:00,3.52,16.442,5.333,54.538252,0.983
1623296040,           2021-06-10 03:34:00,           2021-06-09 23:34:00,3.52,16.442,5.226,53.44401,0.984
1623296640,           2021-06-10 03:44:00,           2021-06-09 23:44:00,3.52,16.442,5.369,54.906409,0.984
1623297240,           2021-06-10 03:54:00,           2021-06-09 23:54:00,3.52,16.424,5.386,55.059377,0.983
1623297840,           2021-06-10 04:04:00,           2021-06-10 00:04:00,3.52,16.433,5.564,56.889801,0.984
1623298440,           2021-06-10 04:14:00,           2021-06-10 00:14:00,3.52,16.442,5.483,56.072237,0.983
1623299040,           2021-06-10 04:24:00,           2021-06-10 00:24:00,3.52,16.45,5.537,56.634013,0.984
1623299640,           2021-06-10 04:34:00,           2021-06-10 00:34:00,3.52,16.467,5.605,57.350063,0.984
1623300240,           2021-06-10 04:44:00,           2021-06-10 00:44:00,3.52,16.442,5.696,58.250494,0.984
1623300840,           2021-06-10 04:54:00,           2021-06-10 00:54:00,3.52,16.467,5.769,59.028103,0.984
1623301440,           2021-06-10 05:04:00,           2021-06-10 01:04:00,3.52,16.459,5.696,58.271354,0.983
1623302040,           2021-06-10 05:14:00,           2021-06-10 01:14:00,3.52,16.442,5.629,57.565315,0.983
1623302640,           2021-06-10 05:24:00,           2021-06-10 01:24:00,3.52,16.459,5.924,60.603845,0.983
1623303240,           2021-06-10 05:34:00,           2021-06-10 01:34:00,3.52,16.476,5.907,60.451565,0.983
1623303840,           2021-06-10 05:44:00,           2021-06-10 01:44:00,3.52,16.459,6.055,61.944004,0.984
1623304440,           2021-06-10 05:54:00,           2021-06-10 01:54:00,3.52,16.484,6.42,65.712614,0.983
1623305040,           2021-06-10 06:04:00,           2021-06-10 02:04:00,3.52,16.493,6.09,62.346672,0.983
1623305640,           2021-06-10 06:14:00,           2021-06-10 02:14:00,3.52,16.476,6.238,63.838981,0.983
1623306240,           2021-06-10 06:24:00,           2021-06-10 02:24:00,3.52,16.493,6.547,67.025231,0.984
1623306840,           2021-06-10 06:34:00,           2021-06-10 02:34:00,3.52,16.467,6.431,65.801652,0.983
1623307440,           2021-06-10 06:44:00,           2021-06-10 02:44:00,3.52,16.484,6.366,65.159891,0.983
1623308040,           2021-06-10 06:54:00,           2021-06-10 02:54:00,3.52,16.476,6.118,62.610915,0.984
1623308640,           2021-06-10 07:04:00,           2021-06-10 03:04:00,3.52,16.459,6.251,63.949128,0.983
1623309240,           2021-06-10 07:14:00,           2021-06-10 03:14:00,3.52,16.493,6.302,64.517032,0.983
1623309840,           2021-06-10 07:24:00,           2021-06-10 03:24:00,3.51,16.518,6.51,66.68151,0.983
1623310440,           2021-06-10 07:34:00,           2021-06-10 03:34:00,3.51,16.544,6.8,69.69006,0.984
1623311040,           2021-06-10 07:44:00,           2021-06-10 03:44:00,3.51,16.578,7.009,71.883364,0.983
1623311640,           2021-06-10 07:54:00,           2021-06-10 03:54:00,3.51,16.569,7.004,71.818499,0.983
1623312240,           2021-06-10 08:04:00,           2021-06-10 04:04:00,3.51,16.569,7.125,73.059224,0.983
1623312840,           2021-06-10 08:14:00,           2021-06-10 04:14:00,3.51,16.552,6.896,70.685809,0.983
1623313440,           2021-06-10 08:24:00,           2021-06-10 04:24:00,3.51,16.527,6.963,71.335063,0.983
1623314040,           2021-06-10 08:34:00,           2021-06-10 04:34:00,3.51,16.552,7.056,72.325851,0.983
1623314640,           2021-06-10 08:44:00,           2021-06-10 04:44:00,3.51,16.535,7.158,73.345154,0.983
1623315240,           2021-06-10 08:54:00,           2021-06-10 04:54:00,3.51,16.518,7.019,71.895164,0.983
1623315840,           2021-06-10 09:04:00,           2021-06-10 05:04:00,3.51,16.527,7.017,71.888287,0.983
1623316440,           2021-06-10 09:14:00,           2021-06-10 05:14:00,3.52,16.527,7.013,71.847307,0.983
1623317040,           2021-06-10 09:24:00,           2021-06-10 05:24:00,3.52,16.484,7.046,72.120105,0.983
1623317640,           2021-06-10 09:34:00,           2021-06-10 05:34:00,3.52,16.51,7.097,72.681879,0.983
1623318240,           2021-06-10 09:44:00,           2021-06-10 05:44:00,3.52,16.51,6.979,71.473416,0.984
1623318840,           2021-06-10 09:54:00,           2021-06-10 05:54:00,3.52,16.467,6.984,71.459918,0.983
1623319440,           2021-06-10 10:04:00,           2021-06-10 06:04:00,3.51,16.476,7.055,72.200066,0.983
1623320040,           2021-06-10 10:14:00,           2021-06-10 06:14:00,3.52,16.476,7.05,72.148897,0.983
1623320640,           2021-06-10 10:24:00,           2021-06-10 06:24:00,3.52,16.467,7.126,72.912855,0.983
1623321240,           2021-06-10 10:34:00,           2021-06-10 06:34:00,3.52,16.476,7.083,72.486615,0.983
1623321840,           2021-06-10 10:44:00,           2021-06-10 06:44:00,3.52,16.459,7.108,72.71643,0.983
1623322440,           2021-06-10 10:54:00,           2021-06-10 06:54:00,3.52,16.45,7.109,72.712877,0.983
1623323040,           2021-06-10 11:04:00,           2021-06-10 07:04:00,3.52,16.442,7.061,72.209751,0.983
1623323640,           2021-06-10 11:14:00,           2021-06-10 07:14:00,3.52,16.442,6.969,71.268907,0.983
